"term_id"	"source"	"p_value"	"term_size"	"intersection_size"	"term_name"	"intersection"
"GO:0048856"	"GO:BP"	0.00218869502294438	5147	60	"anatomical structure development"	"Ramp2,Stat6,Mup19,Acvr1b,Dazl,Serpine1,Zfp423,Pth1r,Plekha1,Esm1,Hsd11b1,Rhbdd3,Ddit4,Shroom4,Anxa6,Mug1,S100b,Tdrd7,Mr1,Apob,Gata6,Cd274,Pbx1,Gsk3b,Gcnt2,Fgg,Lhfpl2,Gpd2,Cps1,Mcam,Pzp,Rorc,Mycbp2,Akr1c14,Trf,Slco1b2,Gaa,Ccl24,Ptprq,Tex11,Igf2bp1,Rcor1,Acacb,Plg,Hmgcl,Gpx4,Strip2,F2,Polg2,Nfkbiz,Vhl,Dclk1,Cdc42ep1,Dach1,Fmr1,Map4,Adap2,Apoa2,Rnf112,Cbfb"
"GO:0051179"	"GO:BP"	0.00238267759462752	5542	63	"localization"	"Ramp2,Mup19,Acvr1b,Slc5a7,Mest,Serpine1,Trp53inp2,Zfp423,Plekha1,Slc36a1,Cidea,Rhbdd3,Fga,Ddit4,Mpp7,Cp,Anxa6,Lrrc8c,Akap12,Mapk8ip1,Slc1a4,Apoc4,Mapre1,Apol9a,Fabp1,Synpo2,Slc2a5,Apob,Ffar2,Cd274,Slc35b4,Rhbdf1,Gsk3b,Gcnt2,Fgg,Mcam,Fgb,Mycbp2,Trf,Map2k3,Pgrmc1,Slco1b2,Gaa,Ccl24,Igf2bp1,Ppp1r15a,Acacb,Plg,Nxf2,Strip2,F2,Ttr,Vhl,Dclk1,Dach1,Abcg5,Gc,Fmr1,Chchd10,F2r,Map4,Apoa2,Tusc5"
"GO:0043170"	"GO:BP"	0.00238353396293	8265	83	"macromolecule metabolic process"	"Ramp2,Stat6,Mup19,Acvr1b,Dazl,Serpine1,Spsb1,Trp53inp2,Zfp423,Hsd11b1,Cidea,Rhbdd3,Cnpy2,Fga,Ddit4,Akap12,Mug1,Mapk8ip1,S100b,Irak2,Nfe2l3,Apol9a,Fabp1,Synpo2,Rbm28,Tdrd7,Mr1,Apob,Gata6,Pdk1,Ffar2,Adam33,Prkar2b,Cd274,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Fcor,Tfap4,Gcnt2,Kng1,Fgg,Cps1,Pzp,Scand1,Fgb,Rorc,Mycbp2,Rnf19a,Serpina1e,Trf,Ambp,Map2k3,Pkp1,Gaa,Ccl24,Ptprq,Hnrnpa0,Adamtsl5,Tex11,Igf2bp1,Uba3,Cpsf2,Rcor1,Ppp1r15a,Rcan2,Acacb,Plg,Nxf2,F2,Polg2,Nfkbiz,Vhl,Dclk1,Dach1,Fmr1,Chchd10,F2r,Creg1,Apoa2,Rnf112,Cbfb"
"GO:2000352"	"GO:BP"	0.00253607527395435	30	5	"negative regulation of endothelial cell apoptotic process"	"Ramp2,Serpine1,Fga,Fgg,Fgb"
"GO:0051235"	"GO:BP"	0.00261896034600474	320	12	"maintenance of location"	"Mup19,Mest,Cidea,Anxa6,Apoc4,Apob,Ffar2,Gaa,Acacb,F2,Chchd10,F2r"
"GO:0034116"	"GO:BP"	0.00300556691028576	14	4	"positive regulation of heterotypic cell-cell adhesion"	"Fga,Gcnt2,Fgg,Fgb"
"GO:0051246"	"GO:BP"	0.00311342677434433	2613	38	"regulation of protein metabolic process"	"Acvr1b,Dazl,Serpine1,Rhbdd3,Cnpy2,Fga,Ddit4,Akap12,Mug1,Mapk8ip1,S100b,Fabp1,Synpo2,Adam33,Prkar2b,Rhbdf1,Gsk3b,Tfap4,Gcnt2,Kng1,Fgg,Pzp,Fgb,Mycbp2,Rnf19a,Serpina1e,Trf,Ambp,Map2k3,Ccl24,Ptprq,Igf2bp1,Ppp1r15a,Rcan2,F2,Vhl,Fmr1,F2r"
"GO:1901564"	"GO:BP"	0.00328402225543219	5851	65	"organonitrogen compound metabolic process"	"Acvr1b,Dazl,Serpine1,Spsb1,Trp53inp2,Rhbdd3,Cnpy2,Fga,Ddit4,Akap12,Mug1,Mapk8ip1,S100b,Irak2,Apol9a,Fabp1,Synpo2,Suclg2,Apob,Gsta4,Pdk1,Adam33,Ddo,Prkar2b,Cdc25c,Rhbdf1,Gsk3b,Fcor,Tfap4,Gcnt2,Kng1,Fgg,Cps1,Pzp,Fgb,Rorc,Mycbp2,Rnf19a,Serpina1e,Trf,Ambp,Map2k3,Pgrmc1,Ccl24,Ptprq,Adamtsl5,Igf2bp1,Mat1a,Uba3,Rcor1,Ppp1r15a,Rcan2,Acacb,Plg,Hmgcl,Gpx4,F2,Ttr,Vhl,Dclk1,Fmr1,F2r,Apoa2,Rnf112,Cbfb"
"GO:0007275"	"GO:BP"	0.00377121551945681	4726	56	"multicellular organism development"	"Ramp2,Stat6,Acvr1b,Dazl,Serpine1,Zfp423,Pth1r,Plekha1,Esm1,Hsd11b1,Rhbdd3,Ddit4,Shroom4,Anxa6,Mug1,S100b,Tdrd7,Mr1,Apob,Gata6,Cd274,Pbx1,Gsk3b,Gcnt2,Lhfpl2,Gpd2,Cps1,Mcam,Pzp,Rorc,Mycbp2,Akr1c14,Trf,Slco1b2,Gaa,Ccl24,Ptprq,Tex11,Igf2bp1,Rcor1,Acacb,Plg,Hmgcl,Gpx4,F2,Polg2,Nfkbiz,Vhl,Dclk1,Dach1,Fmr1,Map4,Adap2,Apoa2,Rnf112,Cbfb"
"GO:0010883"	"GO:BP"	0.00396086637455582	58	6	"regulation of lipid storage"	"Mup19,Mest,Cidea,Apoc4,Apob,Acacb"
"GO:0019915"	"GO:BP"	0.00419447564827437	91	7	"lipid storage"	"Mup19,Mest,Cidea,Apoc4,Apob,Ffar2,Acacb"
"GO:1901575"	"GO:BP"	0.00523380359184781	1838	30	"organic substance catabolic process"	"Dazl,Spsb1,Trp53inp2,Hsd11b1,Cidea,Rhbdd3,Ddit4,Fabp1,Synpo2,Apob,Ddo,Rhbdf1,Gsk3b,Gpd2,Cps1,Mycbp2,Rnf19a,Ambp,Pkp1,Gaa,Hnrnpa0,Igf2bp1,Mat1a,Acacb,Plg,Hmgcl,Vhl,Fmr1,Ces3a,Apoa2"
"GO:0010604"	"GO:BP"	0.00524347706063627	3225	43	"positive regulation of macromolecule metabolic process"	"Ramp2,Stat6,Mup19,Acvr1b,Dazl,Serpine1,Trp53inp2,Zfp423,Rhbdd3,Cnpy2,Fga,Akap12,Mapk8ip1,Nfe2l3,Apob,Gata6,Ffar2,Cd274,Pbx1,Gsk3b,Tfap4,Gcnt2,Fgg,Scand1,Fgb,Rorc,Mycbp2,Rnf19a,Trf,Map2k3,Pkp1,Ccl24,Hnrnpa0,Igf2bp1,Ppp1r15a,F2,Polg2,Vhl,Fmr1,Chchd10,F2r,Apoa2,Cbfb"
"GO:0044262"	"GO:BP"	0.00630314547332875	289	11	"cellular carbohydrate metabolic process"	"Mup19,Pth1r,Hsd11b1,Ddit4,Pdk1,Slc35b4,Gsk3b,Gpd2,Rorc,Gaa,Acacb"
"GO:0061041"	"GO:BP"	0.00632428030423697	137	8	"regulation of wound healing"	"Serpine1,Fga,Kng1,Fgg,Fgb,Plg,F2,F2r"
"GO:0042592"	"GO:BP"	0.00636492396270571	1757	29	"homeostatic process"	"Stat6,Mup19,Acvr1b,Trp53inp2,Zfp423,Pth1r,Cidea,Cp,Anxa6,Apoc4,S100b,Apob,Pdk1,Ffar2,Dmxl2,Fcor,Gcnt2,Kng1,Cps1,Trf,Gaa,Rcor1,Acacb,Plg,F2,Vhl,Abcg5,F2r,Apoa2"
"GO:0009893"	"GO:BP"	0.00831127330395742	3513	45	"positive regulation of metabolic process"	"Ramp2,Stat6,Mup19,Acvr1b,Dazl,Serpine1,Trp53inp2,Zfp423,Pth1r,Rhbdd3,Cnpy2,Fga,Akap12,Mapk8ip1,Nfe2l3,Fabp1,Apob,Gata6,Ffar2,Cd274,Pbx1,Gsk3b,Tfap4,Gcnt2,Fgg,Scand1,Fgb,Rorc,Mycbp2,Rnf19a,Trf,Map2k3,Pkp1,Ccl24,Hnrnpa0,Igf2bp1,Ppp1r15a,F2,Polg2,Vhl,Fmr1,Chchd10,F2r,Apoa2,Cbfb"
"GO:0032879"	"GO:BP"	0.00839729299524812	2614	37	"regulation of localization"	"Mup19,Acvr1b,Mest,Serpine1,Trp53inp2,Cidea,Rhbdd3,Fga,Anxa6,Akap12,Apoc4,Synpo2,Apob,Ffar2,Cd274,Rhbdf1,Gsk3b,Gcnt2,Fgg,Mcam,Fgb,Mycbp2,Trf,Map2k3,Pgrmc1,Ccl24,Acacb,Plg,F2,Vhl,Dclk1,Dach1,Abcg5,Fmr1,Chchd10,F2r,Apoa2"
"GO:0051172"	"GO:BP"	0.00985250351067566	2205	33	"negative regulation of nitrogen compound metabolic process"	"Stat6,Mup19,Dazl,Serpine1,Zfp423,Ddit4,Mug1,Mapk8ip1,Nfe2l3,Fabp1,Gata6,Prkar2b,Gsk3b,Fcor,Tfap4,Kng1,Pzp,Rorc,Mycbp2,Serpina1e,Ambp,Pkp1,Ptprq,Hnrnpa0,Igf2bp1,Uba3,Rcor1,Ppp1r15a,F2,Vhl,Dach1,Fmr1,Cbfb"
"GO:0010675"	"GO:BP"	0.0117825725361427	149	8	"regulation of cellular carbohydrate metabolic process"	"Mup19,Pth1r,Hsd11b1,Ddit4,Pdk1,Slc35b4,Rorc,Acacb"
"GO:0031639"	"GO:BP"	0.0141050500403908	20	4	"plasminogen activation"	"Serpine1,Fga,Fgg,Fgb"
"GO:0010033"	"GO:BP"	0.0146798553795998	2900	39	"response to organic substance"	"Ramp2,Stat6,Mup19,Acvr1b,Mest,Serpine1,Zfp423,Cidea,Ddit4,Akap12,S100b,Irak2,Slc2a5,Apob,Gata6,Ffar2,Prkar2b,Cd274,Gsk3b,Tfap4,Gcnt2,Fgg,Cps1,Mtss1l,Fgb,Rorc,Serpina1e,Map2k3,Slco1b2,Ccl24,Hnrnpa0,Ppp1r15a,Acacb,Hmgcl,Gpx4,Vhl,F2r,Apoa2,Tusc5"
"GO:1901700"	"GO:BP"	0.0148608526434209	1637	27	"response to oxygen-containing compound"	"Stat6,Mup19,Mest,Serpine1,Plekha1,Ddit4,Akap12,Irak2,Fabp1,Slc2a5,Apob,Ffar2,Cd274,Gsk3b,Tfap4,Cps1,Rorc,Serpina1e,Slco1b2,Hnrnpa0,Hmgcl,Gpx4,Vhl,F2r,Apoa2,Tusc5,Rnf112"
"GO:0048583"	"GO:BP"	0.0190866120224722	3507	44	"regulation of response to stimulus"	"Ramp2,Stat6,Mup19,Acvr1b,Serpine1,Zfp423,Plekha1,Esm1,Cidea,Rhbdd3,Fga,Ddit4,Akap12,Mapk8ip1,S100b,Irak2,Mr1,Gata6,Ffar2,Prkar2b,Cd274,Rhbdf1,Gsk3b,Tfap4,Gcnt2,Kng1,Fgg,Fgb,Mycbp2,Trf,Rgs7bp,Map2k3,Ccl24,Ppp1r15a,Rcan2,Plg,Gpx4,F2,Nfkbiz,Vhl,Fmr1,Chchd10,F2r,Apoa2"
"GO:0051239"	"GO:BP"	0.0191879603164178	2933	39	"regulation of multicellular organismal process"	"Ramp2,Stat6,Acvr1b,Serpine1,Zfp423,Cidea,Cnpy2,Fga,Anxa6,Akap12,S100b,Gata6,Ffar2,Adam33,Cd274,Pbx1,Gsk3b,Gcnt2,Kng1,Fgg,Fgb,Rorc,Mycbp2,Trf,Map2k3,Gaa,Ccl24,Rcor1,Acacb,Plg,F2,Nfkbiz,Vhl,Abcg5,Fmr1,F2r,Apoa2,Rnf112,Cbfb"
"GO:0009894"	"GO:BP"	0.0206404314387699	843	18	"regulation of catabolic process"	"Dazl,Trp53inp2,Hsd11b1,Cidea,Rhbdd3,Ddit4,Fabp1,Rhbdf1,Gsk3b,Mycbp2,Rnf19a,Pkp1,Hnrnpa0,Igf2bp1,Acacb,Vhl,Fmr1,Apoa2"
"GO:0010467"	"GO:BP"	0.0214134281174582	4991	56	"gene expression"	"Ramp2,Stat6,Mup19,Acvr1b,Dazl,Serpine1,Trp53inp2,Zfp423,Cidea,Cnpy2,Fga,Akap12,Mapk8ip1,S100b,Irak2,Nfe2l3,Rbm28,Tdrd7,Mr1,Apob,Gata6,Ffar2,Adam33,Cd274,Pbx1,Gsk3b,Fcor,Tfap4,Gcnt2,Fgg,Scand1,Fgb,Rorc,Mycbp2,Trf,Ambp,Map2k3,Pkp1,Hnrnpa0,Igf2bp1,Uba3,Cpsf2,Rcor1,Ppp1r15a,Acacb,Nxf2,F2,Nfkbiz,Vhl,Dach1,Fmr1,Chchd10,F2r,Creg1,Apoa2,Cbfb"
"GO:1902041"	"GO:BP"	0.0224052631716566	46	5	"regulation of extrinsic apoptotic signaling pathway via death domain receptors"	"Serpine1,Fga,Gsk3b,Fgg,Fgb"
"GO:1904036"	"GO:BP"	0.0224052631716566	46	5	"negative regulation of epithelial cell apoptotic process"	"Ramp2,Serpine1,Fga,Fgg,Fgb"
"GO:0007596"	"GO:BP"	0.0227398965707218	163	8	"blood coagulation"	"Serpine1,Fga,Kng1,Fgg,Fgb,Plg,F2,F2r"
"GO:0010876"	"GO:BP"	0.0229376889822907	396	12	"lipid localization"	"Mup19,Mest,Cidea,Apoc4,Apol9a,Fabp1,Apob,Ffar2,Slco1b2,Acacb,Abcg5,Apoa2"
"GO:0007599"	"GO:BP"	0.0248472629019123	165	8	"hemostasis"	"Serpine1,Fga,Kng1,Fgg,Fgb,Plg,F2,F2r"
"GO:0050817"	"GO:BP"	0.0248472629019123	165	8	"coagulation"	"Serpine1,Fga,Kng1,Fgg,Fgb,Plg,F2,F2r"
"GO:1905952"	"GO:BP"	0.025961092988458	166	8	"regulation of lipid localization"	"Mup19,Mest,Cidea,Apoc4,Apob,Acacb,Abcg5,Apoa2"
"GO:0010628"	"GO:BP"	0.0284163620946747	2107	31	"positive regulation of gene expression"	"Ramp2,Stat6,Mup19,Acvr1b,Dazl,Serpine1,Trp53inp2,Zfp423,Akap12,Nfe2l3,Apob,Gata6,Ffar2,Cd274,Pbx1,Gsk3b,Tfap4,Scand1,Rorc,Trf,Map2k3,Pkp1,Hnrnpa0,Igf2bp1,Ppp1r15a,Vhl,Fmr1,Chchd10,F2r,Apoa2,Cbfb"
"GO:0010468"	"GO:BP"	0.0297919883703022	4048	48	"regulation of gene expression"	"Ramp2,Stat6,Mup19,Acvr1b,Dazl,Serpine1,Trp53inp2,Zfp423,Cidea,Cnpy2,Akap12,Mapk8ip1,S100b,Irak2,Nfe2l3,Tdrd7,Apob,Gata6,Ffar2,Adam33,Cd274,Pbx1,Gsk3b,Fcor,Tfap4,Gcnt2,Scand1,Rorc,Mycbp2,Trf,Map2k3,Pkp1,Hnrnpa0,Igf2bp1,Uba3,Rcor1,Ppp1r15a,Acacb,F2,Nfkbiz,Vhl,Dach1,Fmr1,Chchd10,F2r,Creg1,Apoa2,Cbfb"
"GO:1903034"	"GO:BP"	0.0349976105933045	173	8	"regulation of response to wounding"	"Serpine1,Fga,Kng1,Fgg,Fgb,Plg,F2,F2r"
"GO:0009895"	"GO:BP"	0.0357224560695806	285	10	"negative regulation of catabolic process"	"Dazl,Cidea,Ddit4,Mycbp2,Pkp1,Hnrnpa0,Igf2bp1,Acacb,Fmr1,Apoa2"
"GO:0019538"	"GO:BP"	0.0357542688994557	5075	56	"protein metabolic process"	"Acvr1b,Dazl,Serpine1,Spsb1,Trp53inp2,Rhbdd3,Cnpy2,Fga,Ddit4,Akap12,Mug1,Mapk8ip1,S100b,Irak2,Apol9a,Fabp1,Synpo2,Apob,Pdk1,Adam33,Prkar2b,Cdc25c,Rhbdf1,Gsk3b,Fcor,Tfap4,Gcnt2,Kng1,Fgg,Cps1,Pzp,Fgb,Rorc,Mycbp2,Rnf19a,Serpina1e,Trf,Ambp,Map2k3,Ccl24,Ptprq,Adamtsl5,Igf2bp1,Uba3,Rcor1,Ppp1r15a,Rcan2,Plg,F2,Vhl,Dclk1,Fmr1,F2r,Apoa2,Rnf112,Cbfb"
"GO:0010884"	"GO:BP"	0.0358927209092943	25	4	"positive regulation of lipid storage"	"Cidea,Apoc4,Apob,Acacb"
"GO:0048584"	"GO:BP"	0.0365221688210204	2029	30	"positive regulation of response to stimulus"	"Stat6,Mup19,Acvr1b,Serpine1,Zfp423,Plekha1,Esm1,Fga,Akap12,Mapk8ip1,S100b,Mr1,Gata6,Ffar2,Cd274,Gsk3b,Tfap4,Gcnt2,Fgg,Fgb,Trf,Map2k3,Ccl24,Ppp1r15a,Plg,F2,Nfkbiz,Fmr1,Chchd10,F2r"
"GO:0043086"	"GO:BP"	0.0382997734387222	717	16	"negative regulation of catalytic activity"	"Serpine1,Mug1,Mapk8ip1,Fabp1,Pdk1,Prkar2b,Gsk3b,Tfap4,Kng1,Pzp,Serpina1e,Ambp,Ptprq,Ppp1r15a,Acacb,Apoa2"
"GO:0072378"	"GO:BP"	0.0398236179824953	9	3	"blood coagulation, fibrin clot formation"	"Fga,Fgg,Fgb"
"GO:1902373"	"GO:BP"	0.0411487640292347	52	5	"negative regulation of mRNA catabolic process"	"Dazl,Pkp1,Hnrnpa0,Igf2bp1,Fmr1"
"GO:0034114"	"GO:BP"	0.0422012469596215	26	4	"regulation of heterotypic cell-cell adhesion"	"Fga,Gcnt2,Fgg,Fgb"
"GO:1900048"	"GO:BP"	0.0422012469596215	26	4	"positive regulation of hemostasis"	"Serpine1,Plg,F2,F2r"
"GO:0030194"	"GO:BP"	0.0422012469596215	26	4	"positive regulation of blood coagulation"	"Serpine1,Plg,F2,F2r"
"GO:0048513"	"GO:BP"	0.0424920799802744	3150	40	"animal organ development"	"Ramp2,Stat6,Acvr1b,Serpine1,Zfp423,Pth1r,Plekha1,Hsd11b1,Rhbdd3,Ddit4,Shroom4,Anxa6,S100b,Tdrd7,Mr1,Gata6,Pbx1,Gsk3b,Gcnt2,Gpd2,Cps1,Rorc,Akr1c14,Trf,Slco1b2,Gaa,Ptprq,Tex11,Igf2bp1,Rcor1,Acacb,Plg,Hmgcl,Nfkbiz,Vhl,Dclk1,Adap2,Apoa2,Rnf112,Cbfb"
"GO:0033993"	"GO:BP"	0.0424980684848705	890	18	"response to lipid"	"Mup19,Mest,Serpine1,Ddit4,Akap12,S100b,Irak2,Apob,Ffar2,Cd274,Tfap4,Cps1,Rorc,Slco1b2,Hnrnpa0,Hmgcl,Gpx4,F2r"
"GO:2000351"	"GO:BP"	0.0451946337309329	53	5	"regulation of endothelial cell apoptotic process"	"Ramp2,Serpine1,Fga,Fgg,Fgb"
"GO:0031324"	"GO:BP"	0.0465065481124754	2376	33	"negative regulation of cellular metabolic process"	"Stat6,Mup19,Dazl,Serpine1,Zfp423,Ddit4,Mug1,Mapk8ip1,Nfe2l3,Fabp1,Gata6,Prkar2b,Gsk3b,Fcor,Tfap4,Kng1,Pzp,Rorc,Serpina1e,Ambp,Pkp1,Ptprq,Hnrnpa0,Igf2bp1,Uba3,Rcor1,Ppp1r15a,Acacb,F2,Vhl,Dach1,Fmr1,Cbfb"
"GO:0006109"	"GO:BP"	0.0465398497981249	180	8	"regulation of carbohydrate metabolic process"	"Mup19,Pth1r,Hsd11b1,Ddit4,Pdk1,Slc35b4,Rorc,Acacb"
"GO:0070887"	"GO:BP"	0.047125357642383	2821	37	"cellular response to chemical stimulus"	"Ramp2,Stat6,Mup19,Acvr1b,Serpine1,Zfp423,Plekha1,Cidea,Ddit4,Lrrc8c,Akap12,S100b,Irak2,Fabp1,Slc2a5,Apob,Gata6,Gsta4,Pdk1,Ffar2,Cd274,Gsk3b,Tfap4,Gcnt2,Fgg,Cps1,Mtss1l,Fgb,Rorc,Trf,Map2k3,Ccl24,Ppp1r15a,Gpx4,Vhl,Tusc5,Rnf112"
"GO:0040011"	"GO:BP"	0.0473735519610197	1646	26	"locomotion"	"Acvr1b,Serpine1,Fga,Ddit4,Anxa6,Akap12,Mapre1,Synpo2,Apob,Ffar2,Cd274,Rhbdf1,Gsk3b,Gcnt2,Mcam,Mycbp2,Trf,Map2k3,Ccl24,Rcan2,Plg,Strip2,Vhl,Dclk1,Dach1,F2r"
"GO:0051240"	"GO:BP"	0.0474895316766799	1747	27	"positive regulation of multicellular organismal process"	"Ramp2,Stat6,Acvr1b,Serpine1,Zfp423,Fga,Akap12,S100b,Gata6,Ffar2,Cd274,Gsk3b,Gcnt2,Fgg,Fgb,Trf,Map2k3,Ccl24,Rcor1,Acacb,Plg,F2,Nfkbiz,F2r,Apoa2,Rnf112,Cbfb"
"GO:0110165"	"GO:CC"	2.16045265942692e-13	15331	140	"cellular anatomical entity"	"Ramp2,Stat6,Emp1,Mup19,Acvr1b,Arhgef40,Slc5a7,Dazl,Mest,Serpine1,Spsb1,Trp53inp2,Zfp423,Pth1r,Mfap3,Plekha1,Esm1,Hsd11b1,Slc36a1,Cidea,Rhbdd3,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Cp,Anxa6,Lrrc8c,Akap12,Mug1,Mapk8ip1,Slc1a4,Apoc4,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Apol9a,Fabp1,Gimap4,Synpo2,Rbm28,Tdrd7,Suclg2,Slc2a5,H2-Q10,Mr1,Apob,Gata6,Arhgef6,Gsta4,Pdk1,Ffar2,Adam33,Ddo,Prkar2b,Cd274,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Dmxl2,Fcor,Tfap4,Gcnt2,Kng1,Fgg,Lhfpl2,Gpd2,Cps1,Mcam,Mtss1l,Pzp,Scand1,Fgb,Rorc,Mycbp2,Akr1c14,Rnf19a,Serpina1e,Trf,Ambp,Rgs7bp,Map2k3,Zfp207,Eml2,Pgrmc1,Slco1b2,Pkp1,Serpina1c,Mup7,Gaa,Ccl24,Ptprq,Hnrnpa0,Adamtsl5,Tex11,Igf2bp1,Bpifb6,Arhgap31,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Rcan2,Acacb,Plg,Hmgcl,Gpx4,Nxf2,Strip2,F2,Polg2,Nfkbiz,Ttr,Vhl,Dclk1,Cdc42ep1,Wdr26,Dach1,Abcg5,Gc,Fmr1,Chchd10,F2r,Map4,Als2cr12,Creg1,Adap2,Ces3a,Apoa2,Tusc5,Rnf112,Cbfb,Isoc2a"
"GO:0005575"	"GO:CC"	7.07447236864583e-12	16333	142	"cellular_component"	"Ramp2,Stat6,Emp1,Mup19,Acvr1b,Arhgef40,Slc5a7,Dazl,D430019H16Rik,Mest,Serpine1,Spsb1,Trp53inp2,Zfp423,Pth1r,Mfap3,Plekha1,Esm1,Hsd11b1,Slc36a1,Cidea,Rhbdd3,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Cp,Anxa6,Lrrc8c,Akap12,Mug1,Mapk8ip1,Slc1a4,Apoc4,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Apol9a,Fabp1,Gimap4,Synpo2,Rbm28,Tdrd7,Suclg2,Slc2a5,H2-Q10,Mr1,Apob,Gata6,Arhgef6,Gsta4,Pdk1,Ffar2,Adam33,Ddo,Prkar2b,Cd274,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Dmxl2,Fcor,Tfap4,Gcnt2,Kng1,Fgg,Lhfpl2,Gm9747,Gpd2,Cps1,Mcam,Mtss1l,Pzp,Scand1,Fgb,Rorc,Mycbp2,Akr1c14,Rnf19a,Serpina1e,Trf,Ambp,Rgs7bp,Map2k3,Zfp207,Eml2,Pgrmc1,Slco1b2,Pkp1,Serpina1c,Mup7,Gaa,Ccl24,Ptprq,Hnrnpa0,Adamtsl5,Tex11,Igf2bp1,Bpifb6,Arhgap31,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Rcan2,Acacb,Plg,Hmgcl,Gpx4,Nxf2,Strip2,F2,Polg2,Nfkbiz,Ttr,Vhl,Dclk1,Cdc42ep1,Wdr26,Dach1,Abcg5,Gc,Fmr1,Chchd10,F2r,Map4,Als2cr12,Creg1,Adap2,Ces3a,Apoa2,Tusc5,Rnf112,Cbfb,Isoc2a"
"GO:0005615"	"GO:CC"	2.37268444466207e-05	1358	28	"extracellular space"	"Mup19,Serpine1,Fga,Cp,Mug1,Apoc4,S100b,H2-Q10,Mr1,Apob,Cd274,Kng1,Fgg,Mcam,Pzp,Fgb,Serpina1e,Trf,Ambp,Serpina1c,Ccl24,Plg,F2,Ttr,Gc,Creg1,Ces3a,Apoa2"
"GO:0005622"	"GO:CC"	6.36035974580337e-05	12409	112	"intracellular"	"Ramp2,Stat6,Mup19,Acvr1b,Arhgef40,Slc5a7,Dazl,Mest,Spsb1,Trp53inp2,Zfp423,Pth1r,Plekha1,Hsd11b1,Slc36a1,Cidea,Cnpy2,Fga,Ddit4,Shroom4,Mpp7,Anxa6,Lrrc8c,Akap12,Mapk8ip1,Slc1a4,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Fabp1,Gimap4,Synpo2,Rbm28,Tdrd7,Suclg2,H2-Q10,Mr1,Apob,Gata6,Gsta4,Pdk1,Ddo,Prkar2b,Cd274,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Dmxl2,Fcor,Tfap4,Gcnt2,Fgg,Gpd2,Cps1,Mcam,Mtss1l,Scand1,Fgb,Rorc,Mycbp2,Akr1c14,Rnf19a,Serpina1e,Trf,Ambp,Rgs7bp,Map2k3,Zfp207,Eml2,Pgrmc1,Pkp1,Gaa,Hnrnpa0,Tex11,Igf2bp1,Mat1a,Uba3,Cpsf2,Rcor1,Ppp1r15a,Rcan2,Acacb,Plg,Hmgcl,Gpx4,Nxf2,Strip2,Polg2,Nfkbiz,Vhl,Dclk1,Cdc42ep1,Wdr26,Dach1,Gc,Fmr1,Chchd10,F2r,Map4,Als2cr12,Adap2,Ces3a,Apoa2,Tusc5,Rnf112,Cbfb,Isoc2a"
"GO:0005737"	"GO:CC"	6.75843162336996e-05	9997	97	"cytoplasm"	"Ramp2,Stat6,Mup19,Acvr1b,Arhgef40,Slc5a7,Dazl,Mest,Spsb1,Trp53inp2,Pth1r,Plekha1,Hsd11b1,Slc36a1,Cidea,Cnpy2,Fga,Ddit4,Shroom4,Anxa6,Lrrc8c,Akap12,Mapk8ip1,Slc1a4,S100b,Irak2,Cmip,Mapre1,Nfe2l3,Ubap2,Fabp1,Gimap4,Synpo2,Tdrd7,Suclg2,H2-Q10,Mr1,Apob,Gsta4,Pdk1,Ddo,Prkar2b,Cd274,Slc35b4,Pbx1,Cdc25c,Rhbdf1,Gsk3b,Dmxl2,Fcor,Tfap4,Gcnt2,Fgg,Gpd2,Cps1,Mtss1l,Fgb,Mycbp2,Akr1c14,Rnf19a,Serpina1e,Trf,Rgs7bp,Map2k3,Zfp207,Eml2,Pgrmc1,Pkp1,Gaa,Igf2bp1,Mat1a,Uba3,Ppp1r15a,Rcan2,Acacb,Hmgcl,Gpx4,Nxf2,Strip2,Polg2,Nfkbiz,Vhl,Dclk1,Wdr26,Dach1,Gc,Fmr1,Chchd10,F2r,Map4,Als2cr12,Adap2,Ces3a,Apoa2,Tusc5,Rnf112,Isoc2a"
"GO:0005576"	"GO:CC"	0.000171280882668429	2069	34	"extracellular region"	"Mup19,Serpine1,Esm1,Fga,Cp,Anxa6,Mug1,Apoc4,S100b,Apol9a,H2-Q10,Mr1,Apob,Cd274,Kng1,Fgg,Mcam,Pzp,Fgb,Serpina1e,Trf,Ambp,Serpina1c,Mup7,Ccl24,Adamtsl5,Bpifb6,Plg,F2,Ttr,Gc,Creg1,Ces3a,Apoa2"
