"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"BP","GO:0071825","protein-lipid complex subunit organization",37,0.751051242126422,2.06455804710223,0.000524842547235829,0.000524842547235829,0.0355191416841871,1295,"tags=24%, list=4%, signal=23%","Apob/Apoa4/Apoa2/Apoa1/Lipc/Ces1g/Pla2g5/Apoa5/Apom"
"BP","GO:0007017","microtubule-based process",746,0.355808311522262,1.39831703691768,0.000526523627747795,0.000526523627747795,0.0355191416841871,4622,"tags=15%, list=16%, signal=13%","Ska1/Nuf2/Cenpe/Sapcd2/Kif6/Tpx2/Birc5/Sgo1/Dnah8/Stil/Kif23/Aspm/Psrc1/Prc1/Kif11/Kif18b/Kif2c/Nefl/Ckap2/Rsph4a/Kif4/Zmynd10/Kif14/Rp1/Kifc1/Kif15/Stmn1/Pclaf/Ccnb1/Ndc80/Racgap1/Cdc20/Cenpa/Insc/Plk1/Dnah10/Kif20a/Dnah5/Kif20b/Spc25/Knstrn/Espl1/Kif22/Pla2g3/Fgf13/Kif28/Nek2/Aunip/Cfap53/4933427D14Rik/Nusap1/Gas2l2/Aurkb/Spdl1/Ska3/Hydin/Armc4/Mybl2/Crmp1/Fignl1/Aurka/Dnali1/Ccdc65/Dclk2/Tekt1/Ccnf/Ccdc151/Lrrc6/Tuba1a/Slc39a12/Cdk5rap2/Cfap54/Mgarp/Mad2l1/Kifc5b/Ccdc40/Tcte3/Cdh5/Cntn2/Dynlt1b/Tacc3/Gen1/Mapk15/Brca1/Fbxo5/Ttc21a/Chek1/Spag16/Ccdc39/Dnah14/Gas2l3/Spag5/Gpsm2/Bmerb1/Ccdc120/Wee1/Cep295nl/Disc1/Dysf/Bicdl2/Bora/Ccdc13/Tubb2b/Rcc1/Epha3/Misp/Dnah3/Map2/Tuba1c/Ccp110/Tubb6/Fmr1/Fes/Dnaic1/Kif18a"
"CC","GO:0000777","condensed chromosome kinetochore",34,0.751623418349736,2.03155531961885,0.000526870389884088,0.000526870389884088,0.0355191416841871,1712,"tags=44%, list=6%, signal=42%","Cenpf/Ska1/Nuf2/Cenpe/Birc5/Knl1/Ccnb1/Mis18bp1/Ndc80/Bub1/Cenpa/Plk1/Spc25/Spdl1/Ska3"
"BP","GO:0009072","aromatic amino acid family metabolic process",34,0.755353210613896,2.04163653732754,0.000526870389884088,0.000526870389884088,0.0355191416841871,1640,"tags=32%, list=6%, signal=31%","Uroc1/Tph2/Pah/Kynu/Hgd/Iyd/Amdhd1/Tyrp1/Ftcd/Tdo2/Ido2"
"BP","GO:0046461","neutral lipid catabolic process",35,0.762278240211893,2.07031575903815,0.000528541226215645,0.000528541226215645,0.0355191416841871,1243,"tags=23%, list=4%, signal=22%","Apob/Cps1/Apoa4/Apoa2/Apoa1/Apoh/Lipc/Apoa5"
"BP","GO:0046464","acylglycerol catabolic process",35,0.762278240211893,2.07031575903815,0.000528541226215645,0.000528541226215645,0.0355191416841871,1243,"tags=23%, list=4%, signal=22%","Apob/Cps1/Apoa4/Apoa2/Apoa1/Apoh/Lipc/Apoa5"
"BP","GO:0019433","triglyceride catabolic process",26,0.781779854230531,2.00124332818029,0.000532292405961675,0.000532292405961675,0.0356008900889555,1243,"tags=27%, list=4%, signal=26%","Apob/Cps1/Apoa4/Apoa1/Apoh/Lipc/Apoa5"
"BP","GO:0019373","epoxygenase P450 pathway",24,0.778038215822957,1.95435744848046,0.000536097212294496,0.000536097212294496,0.0356854332933173,3073,"tags=54%, list=11%, signal=48%","Cyp2c29/Cyp2c50/Cyp2c54/Cyp2c67/Cyp2c68/Cyp2c37/Cyp2b9/Cyp2c70/Cyp2a5/Cyp2a12/Cyp2c23/Cyp2c40/Cyp2b10"
"BP","GO:0043086","negative regulation of catalytic activity",625,0.367192099674229,1.42750196042529,0.000543035568829758,0.000543035568829758,0.035976780510901,3906,"tags=11%, list=13%, signal=10%","Kng1/Mug1/Rgn/Hrg/Ambp/Pzp/Fabp1/Serpinf2/Serpind1/Apoa2/Serpina1c/Mug2/Ahsg/Gckr/Apoa1/Efcab1/Itih1/Spink10/Itih3/Serpina1e/Birc5/Serpine1/Cblc/Pif1/Serpina1d/Itih2/Serpina11/Serpina5/Knl1/Serpinb1b/Csta1/Serpina10/Serpinc1/Il1b/Il13/Plk1/Serpina16/Fetub/Arg2/Gfi1/Serpina1b/Mastl/Serpina3i/Serpina3a/Serpina1a/Wfdc3/Serpina6/Acp4/Timp1/Myocd/Fcmr/Galr2/Smad7/Srcin1/Ppm1e/Mad2l1/Pbp2/Birc7/Cd44/Apoc3/Pecam1/Serpini1/Fbxo5/Ppp1r14d/Rimbp2/Smyd3/1300017J02Rik/Tfpi2/Rrp1b/Hrh3/Papln"
"BP","GO:0010873","positive regulation of cholesterol esterification",9,0.884524110781329,1.78237886542633,0.000551876379690949,0.000551876379690949,0.0363908402975851,1243,"tags=44%, list=4%, signal=43%","Apoa4/Apoa2/Apoa1/Apoa5"
"BP","GO:0006547","histidine metabolic process",7,0.912879690679342,1.72587252066457,0.000565930956423316,0.000565930956423316,0.0371432206175913,1056,"tags=43%, list=4%, signal=41%","Uroc1/Amdhd1/Ftcd"
"BP","GO:0042254","ribosome biogenesis",274,-0.37535350482048,-1.45873943570114,0.000594000594000594,0.000594000594000594,0.0386474689282228,11279,"tags=57%, list=39%, signal=35%","Gtf3a/Pes1/Noc2l/Utp6/Surf6/Rbfa/Lyar/Sdad1/Rpl24/Nhp2/Rps7/Eral1/Ddx21/Rpl35/Rpl7/Exosc4/Rps24/Pten/Rps17/Abt1/Mrm1/Nop2/Zfp593/Rpl26/Aamp/Sirt1/Rpl6/Pop5/Rps27l/Cul4a/Nom1/Rrp15/Nsa2/Rrp1/Isg20l2/Zfp622/Rps19/Eif6/Dkc1/Exosc5/Glul/Efl1/Riox2/Pop7/Rps28/Mrpl20/Mrps2/Ran/Nsun3/Rpl14/Riox1/Cdkn2a/Imp4/Mrpl36/Mterf3/Rrp8/Sbds/Sart1/Mphosph6/Wbp11/Nop16/Mrto4/Chd7/Ddx24/C1d/Mrps7/Mrpl1/Mrps11/Mterf4/Ddx18/Rpl11/Utp11/Rpl23a/Rpl7a/Nop10/Fcf1/Nol6/Rbis/Utp25/Rpf1/Rpl3l/Rps6/Mrpl11/Rps14/Exosc7/Rps10/Znhit3/Rsl24d1/Rps25/Brix1/Rpp38/Krr1/Rps8/Kri1/Dcaf13/Nop14/Gtpbp10/C1qbp/Rrp36/Ddx10/Naf1/Npm3/Rps5/Rpl35a/Nop53/Rps15/Rps21/Ddx31/Nol10/Rnasel/Ddx49/Mrpl22/Znhit6/Rps16/Ebna1bp2/Mrps9/Rpl10a/Fbl/Lsm6/Ddx51/Emg1/Rpl27/Tsr3/Rpl3/Tsr2/Snu13/Wdr18/Ddx27/Utp20/Trmt112/Wdr75/Urb1/Gtpbp4/Eif2a/Rpf2/Zcchc4/Rpp25/Fdxacb1/Mettl16/Isg20/Shq1/Ipo4/Exosc1/Malsu1/Rpp40/Rrs1/Dhx30/Rpl10/Ngdn/Mdn1/Mrm2/Rps27/Nip7/Dhx37/Rpl10l"
"CC","GO:1902495","transmembrane transporter complex",280,-0.370849797465796,-1.44388192204487,0.000594353640416047,0.000594353640416047,0.0386474689282228,5087,"tags=28%, list=18%, signal=23%","Scn2b/Cacna1h/Cacna2d4/Fkbp1b/Scn5a/Hcn2/Cacnb2/Glra1/Kcnq5/Cacna1g/Dlg2/Scn10a/Pkd1l3/Clcn1/Kcnj11/Ano1/Catspere2/Kcnd3/Cnga3/Kcna2/Kcnma1/Lrrc26/Snap25/Gabrr1/Kcng2/Grin2c/Gabra5/Catsperb/Kcna1/Scn3b/Kcnf1/Pkd2l1/Kcnip1/Trpc3/Best1/Cacna1a/Chrna3/Kcna4/Abcc8/Cftr/Cacnb4/Scn1a/Cnga4/Shank2/Grin3a/Kcng4/Kcnc4/Cnih3/Atp1a3/Chrna4/Kcng1/Cnga1/Shisa7/Kcne1/Kcnb2/Olfm3/Kcng3/Scn8a/Clcnka/Kcnv2/Gabra2/Kcnk1/Trdn/Abcg5/Trpc4/Cacna2d2/Best3/Kcnd2/Grik3/Atp4b/Gabrq/Nlgn1/Kcnj5/Chrna7/Grin1/Gabrd/Lrrc7/Ryr3/Trpc2"
"BP","GO:0016053","organic acid biosynthetic process",274,0.426037462570295,1.55514341627164,0.000602863602110023,0.000602863602110023,0.0390201748384867,1243,"tags=8%, list=4%, signal=8%","Rgn/Otc/Cps1/Apoa4/Slc27a2/Gulo/Bhmt/Lipc/Agxt/Pah/Acsm1/Pklr/Kynu/Elovl2/Aldh8a1/Elovl3/Pla2g5/Hnf1a/Gad1/Akr1d1/Il1b/Hnf4a/Apoa5"
"MF","GO:0030246","carbohydrate binding",254,0.427703744097425,1.55046501318203,0.000608365019011407,0.000608365019011407,0.0391956274682241,4209,"tags=17%, list=15%, signal=14%","Krt1/Aldob/Asgr1/Gckr/Mbl2/Fbp1/Clec4f/Sele/Klra6/Colec10/Olr1/Mbl1/Clec4g/Cd207/Clec2h/Adgrl3/Galnt3/Ncan/Klra4/Klrb1b/P4ha3/Fcer2a/Klrd1/Klra7/Galnt5/Clec18a/Cd93/Klri1/Vcan/Cntn2/Enpp1/Clec14a/Klrb1f/Loxl2/C4a/Cd72/Galnt18/Clec1a/Zg16/Plod2/Cd209e/Nptx2"
"BP","GO:0006650","glycerophospholipid metabolic process",223,0.441495094534592,1.57959439589795,0.000616712920135677,0.000616712920135677,0.0393640303244346,2035,"tags=8%, list=7%, signal=8%","Apoa4/Apoa2/Apoa1/Lipc/Fpr2/Pik3c2g/Htr2a/Htr2b/Serinc2/Pla2g5/Plaat1/Apoa5/Pla2g4d/Pla2g3/Cwh43/Pla2g4e/Plaat5/Etnk2"
"BP","GO:0016054","organic acid catabolic process",211,0.446282236407554,1.58934898369569,0.00061938680706101,0.00061938680706101,0.0393640303244346,3347,"tags=13%, list=12%, signal=11%","Mat1a/Otc/Slc27a2/Fabp1/Cemip/Hao1/Uroc1/Agxt/Pah/Kynu/Hgd/Amdhd1/Ftcd/Akr1d1/Pipox/Arg2/Tdo2/Ido2/Acoxl/Bcat1/Prodh2/Aldh1l2/Ddah1/Nos2/Cd44/Hmgcll1/Cyp39a1"
"BP","GO:0046395","carboxylic acid catabolic process",211,0.446282236407554,1.58934898369569,0.00061938680706101,0.00061938680706101,0.0393640303244346,3347,"tags=13%, list=12%, signal=11%","Mat1a/Otc/Slc27a2/Fabp1/Cemip/Hao1/Uroc1/Agxt/Pah/Kynu/Hgd/Amdhd1/Ftcd/Akr1d1/Pipox/Arg2/Tdo2/Ido2/Acoxl/Bcat1/Prodh2/Aldh1l2/Ddah1/Nos2/Cd44/Hmgcll1/Cyp39a1"
"CC","GO:0005875","microtubule associated complex",144,0.497804958550781,1.69970992001361,0.000637755102040816,0.000637755102040816,0.0403215418585306,5279,"tags=27%, list=18%, signal=22%","Cenpe/Kif6/Birc5/Dnah8/Kif23/Kif11/Kif18b/Kif2c/Kif4/Kif14/Rp1/Kifc1/Kif15/Dnah10/Kif20a/Dnah5/Kif20b/Cdca8/Kif22/Kif28/Aurkb/Aurka/Dnali1/Ccdc65/BC048507/Kifc5b/Tcte3/Dynlt1b/Dnah14/Kif26a/Disc1/Dnah3/Map2/Dnaic1/Kif18a/Drc1/Kif21b/Kif1a/Sptbn5"
"MF","GO:0005201","extracellular matrix structural constituent",135,0.504532480167037,1.70827926146666,0.000647249190938511,0.000647249190938511,0.0403215418585306,4785,"tags=28%, list=16%, signal=24%","Fga/Fgg/Fgb/Dmbt1/Thbs4/Hapln1/Col11a1/Reln/Col9a3/Postn/Col10a1/Col12a1/Col8a1/Fbn2/Tnc/Col6a2/Col6a3/Col11a2/Emilin1/Col6a1/Vcan/Prelp/Impg2/Fbn1/Bgn/Vwf/Eln/Mfap4/Papln/Mmrn1/Tectb/Aspn/Muc4/Col4a2/Tinag/Mmrn2/Col22a1/Col28a1"
"MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors",135,0.506170945160722,1.7138268840269,0.000647249190938511,0.000647249190938511,0.0403215418585306,1416,"tags=11%, list=5%, signal=11%","Akr1c6/Cyp4a12a/Gulo/Hsd3b3/Cyp4a12b/Hao1/Hsd3b5/Rdh7/Hsd17b6/Akr1c21/Akr1d1/Rdh16f2/Mdh1b/Akr1b7/Hsd17b2"
"MF","GO:0005319","lipid transporter activity",129,0.519954318730425,1.75165466118165,0.000647878198898607,0.000647878198898607,0.0403215418585306,1612,"tags=14%, list=6%, signal=13%","Apob/Abcb11/Slco1b2/Apoa4/Slc27a2/Abca16/Fabp1/Apoa2/Slco1a1/Apoa1/Slc10a1/Fabp2/Npc1l1/Ano7/Apoa5/Apom/Slc5a8/Slco1a4"
"BP","GO:0042157","lipoprotein metabolic process",121,0.537697811549864,1.79652207783144,0.000650512278419255,0.000650512278419255,0.0403215418585306,1594,"tags=9%, list=5%, signal=9%","Apob/Apoa4/Apoa2/Apoa1/Notum/Olr1/Zdhhc19/Npc1l1/Apoa5/Apom/Cwh43"
"BP","GO:0006639","acylglycerol metabolic process",119,0.540883596890455,1.80248592828718,0.00065167807103291,0.00065167807103291,0.0403215418585306,1243,"tags=9%, list=4%, signal=9%","Rgn/Apob/Cps1/Apoa4/Apoa2/Apoa1/Apoh/Lipc/Ces1g/G6pc/Apoa5"
"BP","GO:0046889","positive regulation of lipid biosynthetic process",88,0.580217489315865,1.84980437002392,0.000666000666000666,0.000666000666000666,0.0406218634020202,1243,"tags=11%, list=4%, signal=11%","Rgn/Apoa4/Apoa1/Hsd17b13/Fpr2/Htr2a/Htr2b/Il1b/Hnf4a/Apoa5"
"BP","GO:0009063","cellular amino acid catabolic process",89,0.573174064719084,1.83092129278535,0.000666777796299383,0.000666777796299383,0.0406218634020202,3188,"tags=20%, list=11%, signal=18%","Mat1a/Otc/Uroc1/Agxt/Pah/Kynu/Hgd/Amdhd1/Ftcd/Pipox/Arg2/Tdo2/Ido2/Bcat1/Prodh2/Ddah1/Nos2/Hmgcll1"
"BP","GO:0070935","3'-UTR-mediated mRNA stabilization",17,-0.822225744548115,-1.97200712702039,0.000675067506750675,0.000675067506750675,0.0406218634020202,753,"tags=18%, list=3%, signal=17%","Rbm24/Boll/Dazl"
"BP","GO:0015918","sterol transport",73,0.59658710204267,1.84730266027335,0.000676704449331754,0.000676704449331754,0.0406218634020202,1295,"tags=12%, list=4%, signal=12%","Apob/Apoa4/Apoa2/Apoa1/Lipc/Npc1l1/Hnf1a/Apoa5/Apom"
"BP","GO:0030301","cholesterol transport",73,0.59658710204267,1.84730266027335,0.000676704449331754,0.000676704449331754,0.0406218634020202,1295,"tags=12%, list=4%, signal=12%","Apob/Apoa4/Apoa2/Apoa1/Lipc/Npc1l1/Hnf1a/Apoa5/Apom"
"BP","GO:0033047","regulation of mitotic sister chromatid segregation",66,0.625664303328991,1.90406864638415,0.000680851063829787,0.000680851063829787,0.0406218634020202,3354,"tags=26%, list=12%, signal=23%","Cenpe/Birc5/Ccnb1/Ndc80/Bub1/Cit/Plk1/Aurkb/Spdl1/Ttk/Cdk5rap2/Mad2l1/Cdc6/Bub1b/Tacc3/Gen1/Fbxo5"
"BP","GO:0045087","innate immune response",573,0.368421847143791,1.42399837631317,0.000686153423905585,0.000686153423905585,0.0406218634020202,4842,"tags=14%, list=17%, signal=12%","Krt1/Fga/C9/Fgg/Fgb/Apoa4/C8b/Cfi/Mbl2/Tlr12/C8a/Hpx/Fpr2/Kynu/Mbl1/Nlrp6/S100a9/C4bp/Bpifb1/Ccl2/Crp/Ulbp1/Otop1/Ppp1r14bl/Ccl22/Ccl7/Arg2/Havcr2/Ifitm7/Ccl8/Klrb1b/Trim10/Raet1a/Klrd1/S100a8/Trim59/Trim31/Raet1e/H60b/Cr2/Cd244a/Jchain/Nlrp10/Pglyrp1/Masp2/Nos2/Hmgb2/Gbp10/Hc/Ereg/Cx3cl1/Ccl4/Trim29/Xcl1/Arid5a/Apobec3/Tlr8/Cgas/Ubd/Gper1/Il12rb1/Ffar2/Lbp/Slamf6/Treml4/Prdm1/Pglyrp4/Lep/Cd96/Coch/Gbp9/Mcoln2/Sarm1/Il12b/Tmem173/Evl/Ccl19/Stx11/Ccl21a/Sh2d1a"
"MF","GO:0035198","miRNA binding",28,-0.742693127626918,-2.01183164318656,0.000689813750287422,0.000689813750287422,0.0406218634020202,302,"tags=18%, list=1%, signal=18%","Tut4/Lin28a/Sox2/Pou5f1/Trim71"
"BP","GO:0046503","glycerolipid catabolic process",54,0.676462489391254,1.98934909839321,0.00069240090012117,0.00069240090012117,0.0406218634020202,1607,"tags=19%, list=6%, signal=18%","Apob/Cps1/Apoa4/Apoa2/Apoa1/Apoh/Lipc/Apoa5/Pla2g4d/Pla2g4e"
"BP","GO:0010965","regulation of mitotic sister chromatid separation",55,0.653816849143534,1.92664653392274,0.000693721817551162,0.000693721817551162,0.0406218634020202,3354,"tags=31%, list=12%, signal=27%","Cenpe/Birc5/Ccnb1/Ndc80/Bub1/Cit/Plk1/Aurkb/Spdl1/Ttk/Cdk5rap2/Mad2l1/Cdc6/Bub1b/Tacc3/Gen1/Fbxo5"
"BP","GO:0044784","metaphase/anaphase transition of cell cycle",57,0.652816347968851,1.93491734541598,0.000695047784535187,0.000695047784535187,0.0406218634020202,3354,"tags=32%, list=12%, signal=28%","Cenpe/Birc5/Ccnb1/Ndc80/Bub1/Cit/Plk1/Aurkb/Spdl1/Ttk/Cdk5rap2/Mad2l1/Cdc6/Bub1b/Tacc3/Gen1/Mapk15/Fbxo5"
"BP","GO:0032506","cytokinetic process",38,0.733965846297511,2.02625037929349,0.000699056274030059,0.000699056274030059,0.0406218634020202,1663,"tags=18%, list=6%, signal=17%","Kif23/Cep55/Racgap1/Kif20a/Kif20b/Ect2/Aurkb"
"BP","GO:0002455","humoral immune response mediated by circulating immunoglobulin",41,0.711893427250215,1.99099538540094,0.000700402731570653,0.000700402731570653,0.0406218634020202,3344,"tags=39%, list=12%, signal=35%","C9/C8b/Cfi/Mbl2/C8a/Hpx/Exo1/Mbl1/C4bp/Crp/Foxj1/Lta/Fcer2a/Cr2/Masp2/Hc"
"BP","GO:0009112","nucleobase metabolic process",35,0.720016656483331,1.95553506849813,0.000704721634954193,0.000704721634954193,0.0406218634020202,1771,"tags=17%, list=6%, signal=16%","Uox/Ttr/Cps1/Urah/Dpys/Aox4"
"CC","GO:0032994","protein-lipid complex",35,0.732411454685209,1.98919882104118,0.000704721634954193,0.000704721634954193,0.0406218634020202,1295,"tags=31%, list=4%, signal=30%","Apob/Apoa4/Apoa2/Apoa1/Apoh/Lipc/Apoc4/Saa4/Saa1/Apoa5/Apom"
"CC","GO:0051233","spindle midzone",33,0.700998526857033,1.88123407948006,0.000704970038773352,0.000704970038773352,0.0406218634020202,3005,"tags=30%, list=10%, signal=27%","Cenpe/Kif18b/Kif14/Racgap1/Plk1/Kif20b/Cdca8/Aurkb/Aurka/Cdc6"
"CC","GO:0000780","condensed nuclear chromosome, centromeric region",27,0.734765724824977,1.8972841342473,0.00070859167404783,0.00070859167404783,0.0406218634020202,1933,"tags=44%, list=7%, signal=42%","Nuf2/Cenpe/Sgo1/Ccnb1/Mis18bp1/Ndc80/Bub1/Cenpa/Plk1/Sgo2a/Aurkb/Aurka"
"BP","GO:0050996","positive regulation of lipid catabolic process",27,0.748759606527551,1.93341860382554,0.00070859167404783,0.00070859167404783,0.0406218634020202,1243,"tags=26%, list=4%, signal=25%","Apoa4/Fabp1/Apoa2/Apoh/Il1b/Sct/Apoa5"
"MF","GO:0031210","phosphatidylcholine binding",23,0.761911884263986,1.8955381713523,0.000715691536947576,0.000715691536947576,0.0406966638716876,1243,"tags=22%, list=4%, signal=21%","Aldob/Apoa4/Apoa2/Serpina5/Apoa5"
"MF","GO:0050997","quaternary ammonium group binding",23,0.761911884263986,1.8955381713523,0.000715691536947576,0.000715691536947576,0.0406966638716876,1243,"tags=22%, list=4%, signal=21%","Aldob/Apoa4/Apoa2/Serpina5/Apoa5"
"MF","GO:0003724","RNA helicase activity",64,-0.578794925748191,-1.84115751629814,0.00072289156626506,0.00072289156626506,0.0409403317855463,2392,"tags=31%, list=8%, signal=29%","Ddx55/Ddx10/Dqx1/Dhx32/Dhx34/Ddx31/Ddx49/Ddx51/Ddx19b/Ddx27/Supv3l1/Eif4a3/Dhx30/Dhx37/Ddx43/Tdrd9/D1Pas1/Ddx4/Mov10l1/Ddx25"
"MF","GO:0003854","3-beta-hydroxy-delta5-steroid dehydrogenase activity",9,0.87459378499898,1.76236855413518,0.000735835172921266,0.000735835172921266,0.0415060186526673,171,"tags=22%, list=1%, signal=22%","Hsd3b3/Hsd3b5"
"BP","GO:0044282","small molecule catabolic process",302,0.412033706288432,1.51542474836638,0.000746937556020317,0.000746937556020317,0.0417748547288271,3347,"tags=10%, list=12%, signal=9%","Mat1a/Uox/Aldob/Otc/Slc27a2/Fabp1/Cemip/Hao1/Uroc1/Agxt/Pah/Kynu/Hgd/Amdhd1/Ftcd/Akr1d1/Pipox/Cda/Arg2/Tdo2/Ido2/Acoxl/Bcat1/Prodh2/Aldh1l2/Upp1/Ddah1/Nos2/Cd44/Hmgcll1/Cyp39a1"
"CC","GO:0000313","organellar ribosome",90,-0.508470186120719,-1.71007057122899,0.000753768844221105,0.000753768844221105,0.0417748547288271,10175,"tags=74%, list=35%, signal=48%","Mrps22/Mrpl17/Mrps26/Mrpl4/Mtg2/Mrpl16/Mrpl20/Mrps2/Nsun3/Mrpl36/Mrpl46/Mrps17/Mrps36/Mrps7/Chchd1/Mrpl1/Mrps11/Mterf4/Mrpl44/Mrpl24/Mrps12/Mrpl9/Mrpl35/Mrpl43/Mrps31/Mrpl11/Mrpl49/Mrpl15/Mrpl57/Mrpl45/Mrpl21/Mrpl14/Mrps18b/Mrpl58/Mrpl51/Mrpl53/Mrpl30/Mrps34/Mrpl34/Mrpl18/Mrps27/Mrps30/Ndufab1/Mrpl47/Mrps5/Mrpl52/Mrpl55/Mrpl22/Mrpl41/Mrps10/Mrpl12/Mrps28/Mrps9/Ndufa7/Mrps14/Mrpl2/Mrpl3/Mrpl32/Mrps18c/Mrps18a/Mrps24/Mrps16/Mrps15/Mrps25/Malsu1/Mief1/Mrps35"
"CC","GO:0005761","mitochondrial ribosome",90,-0.508470186120719,-1.71007057122899,0.000753768844221105,0.000753768844221105,0.0417748547288271,10175,"tags=74%, list=35%, signal=48%","Mrps22/Mrpl17/Mrps26/Mrpl4/Mtg2/Mrpl16/Mrpl20/Mrps2/Nsun3/Mrpl36/Mrpl46/Mrps17/Mrps36/Mrps7/Chchd1/Mrpl1/Mrps11/Mterf4/Mrpl44/Mrpl24/Mrps12/Mrpl9/Mrpl35/Mrpl43/Mrps31/Mrpl11/Mrpl49/Mrpl15/Mrpl57/Mrpl45/Mrpl21/Mrpl14/Mrps18b/Mrpl58/Mrpl51/Mrpl53/Mrpl30/Mrps34/Mrpl34/Mrpl18/Mrps27/Mrps30/Ndufab1/Mrpl47/Mrps5/Mrpl52/Mrpl55/Mrpl22/Mrpl41/Mrps10/Mrpl12/Mrps28/Mrps9/Ndufa7/Mrps14/Mrpl2/Mrpl3/Mrpl32/Mrps18c/Mrps18a/Mrps24/Mrps16/Mrps15/Mrps25/Malsu1/Mief1/Mrps35"
"MF","GO:0016812","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",5,0.950724203758099,1.64685797953134,0.000755715095409031,0.000755715095409031,0.0417748547288271,827,"tags=60%, list=3%, signal=58%","Urah/Dpys/Amdhd1"
"MF","GO:0060228","phosphatidylcholine-sterol O-acyltransferase activator activity",5,0.952325229607852,1.64963129926558,0.000755715095409031,0.000755715095409031,0.0417748547288271,1243,"tags=80%, list=4%, signal=77%","Apoa4/Apoa2/Apoa1/Apoa5"
"BP","GO:0043487","regulation of RNA stability",105,-0.513637059629269,-1.76908249842484,0.000759493670886076,0.000759493670886076,0.0417748547288271,753,"tags=5%, list=3%, signal=5%","Boll/Igf2bp1/Scgb1a1/Trim71/Dazl"
"BP","GO:0007127","meiosis I",106,-0.514062286614126,-1.77176159741019,0.000761421319796954,0.000761421319796954,0.0417748547288271,2198,"tags=24%, list=8%, signal=22%","Mei4/Piwil2/Ccnb1ip1/Tex12/M1ap/Ankrd31/Dmrtc2/Syce1l/4930447C04Rik/Tdrd9/Stag3/Gm960/Rec8/Majin/Mei1/Ddx4/Dmc1/Shoc1/Hormad1/Mael/Tex19.1/Sycp1/Mov10l1/Dmrt1/Tex11"
"MF","GO:0008017","microtubule binding",233,0.432874140873871,1.55626434482977,0.000766636001226618,0.000766636001226618,0.0418972933211827,4622,"tags=18%, list=16%, signal=15%","Ska1/Cenpe/Kif6/Birc5/Kif23/S100a9/Psrc1/Prc1/Kif11/Kif18b/Kif2c/Kif4/Kif14/Rp1/Kifc1/Kif15/Fam83d/Racgap1/Ftcd/Plk1/Kif20a/Kif20b/Kif22/Fgf13/Kif28/Nusap1/Gas2l2/S100a8/Cdk5rap2/Fcho1/Kifc5b/Gas2l3/Spag5/Kif26a/Cep295nl/Dysf/Spef1l/Lzts1/Map2/Fmr1/Fes/Kif18a"
"BP","GO:0061982","meiosis I cell cycle process",111,-0.495415466487369,-1.71580433392651,0.000770613922424865,0.000770613922424865,0.0419514547813749,2198,"tags=23%, list=8%, signal=21%","Mei4/Piwil2/Ccnb1ip1/Tex12/M1ap/Ankrd31/Dmrtc2/Syce1l/4930447C04Rik/Tdrd9/Stag3/Gm960/Rec8/Majin/Mei1/Ddx4/Dmc1/Shoc1/Hormad1/Mael/Tex19.1/Sycp1/Mov10l1/Dmrt1/Tex11"
"BP","GO:0061013","regulation of mRNA catabolic process",119,-0.458915043977593,-1.60740627527218,0.00077639751552795,0.00077639751552795,0.0421031174545395,753,"tags=5%, list=3%, signal=5%","Boll/Nanos3/Igf2bp1/Scgb1a1/Trim71/Dazl"
"CC","GO:0098800","inner mitochondrial membrane protein complex",125,-0.461553272178329,-1.63065050929878,0.00078064012490242,0.00078064012490242,0.0421703691764089,11335,"tags=77%, list=39%, signal=47%","Timm29/Ndufa1/Ndufaf1/Atp5g3/Atp5g1/Apoo/Immt/Atp5e/Ndufb3/Cox4i1/Cox6a1/Dnajc11/Dmac1/Atp5d/Ndufb6/Sdhc/Apool/Atp5j/Atp5mpl/Atp5l/Ndufb7/Cyc1/Spg7/Ndufs1/Ndufa10/Ndufs5/Ndufb11/Grpel1/Ndufs4/Agk/Foxred1/Ndufa4/Atp5c1/Ndufa9/Ndufb8/Ndufs3/Ndufs2/Atp5h/Afg3l1/Dnajc19/Afg3l2/Ndufc1/ND3/Sdhb/Atp5j2/Uqcrfs1/Ndufs6/Ndufb1-ps/Ndufv3/Atp5a1/Ndufc2/Smdt1/Uqcrh/Uqcrb/Uqcrq/Sdha/Ndufa3/Ndufa12/Micu1/Atp5pb/Timm17a/Sdhd/Ndufb9/Timm23/Cox5a/Uqcr10/Chchd3/Atp5md/Uqcrc2/Ndufb4/Ndufa6/Ndufa8/Ndufab1/Timm10b/Micos13/Ndufv2/Atp5k/Atp5g2/Ndufa13/Immp1l/Ndufa7/Dnajc15/Ndufa2/Ndufb5/Romo1/Cox6a2/Uqcc3/Ndufa5/Timm50/Ndufb10/Chchd6/Ndufs7/Dmac2/Immp2l/Timm21/Chchd10"
