"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1904018","positive regulation of vasculature development","21/688","204/20761",4.55080999491267e-06,0.00031446756602527,0.000257705670497572,"Pdgfb/Itga5/Ramp2/Aqp1/Plcg1/Plk2/C3/Nrp1/Eng/Ecm1/Ephb4/Cx3cl1/Cdh5/Ets1/Tie1/Jcad/Hspb6/Serpine1/Aplnr/Adam12/Hipk2",21
"BP","GO:0044839","cell cycle G2/M phase transition","16/688","127/20761",4.76085613793009e-06,0.000324282315223581,0.000265748841864609,"Foxm1/Rab11a/Birc5/Fbxo5/Cdk1/App/Lmnb1/Cenpf/Cdc25b/Ccna2/Cit/Plk1/Ccnb1/Clspn/Fbxl7/Taok2",16
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","9/688","40/20761",4.97899219436823e-06,0.000334363870179545,0.000274010660125943,"Birc5/Fbxo5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",9
"BP","GO:1901343","negative regulation of vasculature development","16/688","128/20761",5.27670125255036e-06,0.000349434882946668,0.000286361331132558,"Pdgfb/Serpinf1/Wt1/Sparc/Dcn/Vash1/Plk2/Dll4/Emilin1/Col4a2/Tie1/Ccl2/Meox2/Serpine1/Mmrn2/Ecscr",16
"BP","GO:0001935","endothelial cell proliferation","17/688","143/20761",5.3855142874736e-06,0.00035175523455718,0.00028826285558907,"Pdgfb/Plcg1/Sparc/Vash1/Thbs4/Eng/Egfl7/Dll4/Ecm1/Cdh13/Dysf/Jcad/Loxl2/Ccl2/Aplnr/Adam17/Lep",17
"BP","GO:0001936","regulation of endothelial cell proliferation","16/688","129/20761",5.84199055181095e-06,0.000371895182256027,0.000304767510714936,"Pdgfb/Plcg1/Sparc/Vash1/Thbs4/Eng/Egfl7/Dll4/Ecm1/Cdh13/Dysf/Jcad/Ccl2/Aplnr/Adam17/Lep",16
"BP","GO:0010632","regulation of epithelial cell migration","22/688","224/20761",5.8498612980709e-06,0.000371895182256027,0.000304767510714936,"Pdgfb/Serpinf1/Aqp1/Rab11a/Stc1/Plcg1/Sparc/Map2k3/Dcn/Vash1/Plk2/Cd63/Nrp1/Dll4/Macf1/Adgra2/Ets1/Jcad/Meox2/Serpine1/Mmrn2/Adam17",22
"BP","GO:0045787","positive regulation of cell cycle","29/688","349/20761",5.97206611588237e-06,0.000374668568954305,0.000307040296705753,"Pdgfb/Ube2c/Rab11a/Dazl/Birc5/Fbxo5/Cdk1/Ccn2/Mtbp/App/Racgap1/Hsp90ab1/Ndc80/Lmnb1/Sgo2a/Nusap1/Cdc25b/Aurka/Fam83d/Ect2/Tal1/Stil/Cit/Mad2l1/Kif23/Ccnb1/Cenpe/Adam17/Psrc1",29
"BP","GO:0071559","response to transforming growth factor beta","21/688","208/20761",6.17510840336041e-06,0.000378575533533682,0.000310242047968259,"Acvr1b/Yes1/Gcnt2/Aspn/Hsp90ab1/Cidea/Lox/Smad7/Eng/Fbn1/Skil/Emilin1/Ppargc1a/Col4a2/Cdh5/Ccl2/Serpine1/Nrep/Adam17/Hipk2/Lrrc32",21
"BP","GO:1905819","negative regulation of chromosome separation","9/688","41/20761",6.19314002005604e-06,0.000378575533533682,0.000310242047968259,"Birc5/Fbxo5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",9
"BP","GO:0035924","cellular response to vascular endothelial growth factor stimulus","10/688","52/20761",6.72374358448752e-06,0.000405807714061222,0.00033255877662382,"Pdgfb/Ramp2/Map2k3/Dcn/Cd63/Nrp1/Nrp2/Dll4/Adgra2/Jcad",10
"BP","GO:0051784","negative regulation of nuclear division","11/688","64/20761",7.34328788406473e-06,0.000437659957890258,0.000358661639811161,"Birc5/Esr1/Fbxo5/Mtbp/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",11
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","9/688","42/20761",7.65219319596429e-06,0.000450440211831577,0.000369135037601292,"Birc5/Fbxo5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",9
"BP","GO:0007266","Rho protein signal transduction","20/688","195/20761",8.07027306650275e-06,0.000467980456688215,0.000383509240380311,"Arhgef40/Bcr/Rnd3/Tnfaip1/Pecam1/Spata13/Arap3/Nrp1/Ect2/Stmn1/Arhgef6/Arhgef7/Adgrg1/Cdh13/Plekhg2/Rasip1/F2r/Cdc42ep1/Prag1/Arhgef39",20
"BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","12/688","77/20761",8.15120546624812e-06,0.000467980456688215,0.000383509240380311,"Pdgfb/Lats2/Hsp90ab1/Ccna2/Ccne2/Cdkn2c/Stil/Plk1/Ccnb2/Ccnb1/Adam17/Psrc1",12
"BP","GO:0061136","regulation of proteasomal protein catabolic process","19/688","179/20761",8.24462213964138e-06,0.000467980456688215,0.000383509240380311,"Fmr1/Cbfa2t3/Psen2/Chfr/Rhbdf1/Plk2/Pbk/Clu/Rnf19a/Hsp90ab1/Smad7/Aurka/Alad/Edem1/Plk1/Clec16a/Ubxn1/Ecscr/Prkcg",19
"BP","GO:0030032","lamellipodium assembly","11/688","65/20761",8.5775464571809e-06,0.000481149900092218,0.000394301578316477,"Aqp1/Spata13/Ablim1/Hdac4/Fscn1/Wasf3/Arhgef6/Arhgef7/Cdh13/Ablim3/S1pr1",11
"BP","GO:0006084","acetyl-CoA metabolic process","8/688","33/20761",9.30073875091241e-06,0.000515650260050585,0.000422574568462507,"Pdk1/Acaca/Acly/Pdhb/Mpc1/Fasn/Pdha1/Acacb",8
"BP","GO:0033047","regulation of mitotic sister chromatid segregation","11/688","66/20761",9.9885002246097e-06,0.000547415736447575,0.000448606325877208,"Birc5/Fbxo5/Ndc80/Bub1/Cit/Mad2l1/Plk1/Tacc3/Cdk5rap2/Ccnb1/Cenpe",11
"BP","GO:0045860","positive regulation of protein kinase activity","33/688","436/20761",1.01165967969642e-05,0.000548135608271881,0.000449196259692958,"Pdgfb/Map2k3/Spag9/Nedd9/Clu/Sod1/Hsp90ab1/Atp2b4/Cdc25b/Tpx2/Ect2/Iqgap3/Tal1/Stil/Ret/Kras/Iqgap1/Trf/Mdfic/Ncapg2/Itga1/Adora1/Reln/Clspn/Cenpe/F2r/Adam17/Tead1/Ntrk3/Lep/Taok2/Samd5/Psrc1",33
"BP","GO:0003158","endothelium development","15/688","120/20761",1.03300490624203e-05,0.000553412066624946,0.00045352030892613,"Pdgfb/Col18a1/Stc1/Kdm6b/Pecam1/Fasn/Sox17/Eng/Dll4/Cdh5/Anxa2/Clic4/Sox18/Myadm/Apold1",15
"BP","GO:0035023","regulation of Rho protein signal transduction","16/688","135/20761",1.05225287263689e-05,0.000557460188525852,0.000456837738389254,"Arhgef40/Bcr/Tnfaip1/Spata13/Arap3/Nrp1/Ect2/Stmn1/Arhgef6/Arhgef7/Adgrg1/Plekhg2/Rasip1/F2r/Prag1/Arhgef39",16
"BP","GO:0032465","regulation of cytokinesis","12/688","79/20761",1.06929093816649e-05,0.000560261449799763,0.000459133367550494,"Kif20a/Rab11a/Plk2/Racgap1/Cdc25b/Aurka/Ect2/Cit/Plk1/Kif23/Klhl13/Prc1",12
"BP","GO:0033046","negative regulation of sister chromatid segregation","9/688","44/20761",1.14670536384281e-05,0.000594292519000273,0.000487021774666419,"Birc5/Fbxo5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",9
"BP","GO:0018209","peptidyl-serine modification","28/688","343/20761",1.19813529249271e-05,0.000614269792968305,0.000503393118928459,"Pdgfb/Cd44/Pdk1/Dcn/Cdk1/Ddit4/Plk2/Lats2/Pbk/App/Hsp90ab1/Smad7/Atp2b4/Pkn3/Dclk1/Dclk2/Ret/Plk1/Bgn/Ccnb1/Clspn/Prkaa1/Sh2d3c/Ntrk3/Hipk2/Mapk3/Prkcg/Galnt2",28
"BP","GO:0033045","regulation of sister chromatid segregation","12/688","80/20761",1.22058066699514e-05,0.000619120065982215,0.000507367909953635,"Birc5/Fbxo5/Ndc80/Sgo2a/Bub1/Cit/Mad2l1/Plk1/Tacc3/Cdk5rap2/Ccnb1/Cenpe",12
"BP","GO:0006790","sulfur compound metabolic process","24/688","270/20761",1.23539902331971e-05,0.000620040267704042,0.00050812201380197,"Comt/Gstm5/Pdk1/Gpx3/Dcn/Acaca/Acly/Pdhb/Sod1/Mpc1/Hspa9/Fasn/Gsta3/Pdha1/Bgn/Gsr/Gsta4/Cdo1/Acacb/Isca1/Ptges/Gstp1/Suclg2/Gpx4",24
"BP","GO:0045766","positive regulation of angiogenesis","19/688","185/20761",1.32537541525813e-05,0.000658269789578206,0.000539451046210328,"Itga5/Ramp2/Aqp1/Plcg1/Plk2/C3/Nrp1/Eng/Ecm1/Cx3cl1/Cdh5/Ets1/Tie1/Jcad/Hspb6/Serpine1/Aplnr/Adam12/Hipk2",19
"BP","GO:0007143","female meiotic nuclear division","8/688","35/20761",1.48692704745344e-05,0.000730893624975054,0.000598966163879239,"Dazl/Fbxo5/Top2a/Sgo2a/Cdc25b/Aurka/Plk1/Ncaph",8
"BP","GO:0043087","regulation of GTPase activity","25/688","293/20761",1.65411557590814e-05,0.00080087112214392,0.00065631261157679,"Ccl8/Bcr/Adap2/Pecam1/Nedd9/Sod1/Arap3/Ect2/Iqgap1/Arhgef7/Cx3cl1/Mtss2/Ccl7/Ccl2/Plxnb2/Asap3/Ralgapa2/Dock10/Picalm/Rasip1/S1pr1/F2r/Arhgap24/Rrp1b/Ntrk3",25
"BP","GO:1901989","positive regulation of cell cycle phase transition","13/688","96/20761",1.67068712954074e-05,0.00080087112214392,0.00065631261157679,"Ube2c/Rab11a/Birc5/Fbxo5/Cdk1/Mtbp/App/Lmnb1/Cdc25b/Fam83d/Ccnb1/Cenpe/Adam17",13
"BP","GO:0098868","bone growth","9/688","46/20761",1.67967936691258e-05,0.00080087112214392,0.00065631261157679,"Col6a1/Stc1/Anxa6/Col6a2/Ecm1/Anxa2/Col12a1/Col6a3/Lep",9
"BP","GO:1903362","regulation of cellular protein catabolic process","22/688","240/20761",1.74992078166691e-05,0.000826101216533447,0.000676988633824654,"Fmr1/Cbfa2t3/Psen2/Chfr/Rhbdf1/Plk2/Pbk/Clu/Laptm4b/Rnf19a/Hsp90ab1/Smad7/Aurka/Alad/Edem1/Plk1/Anxa2/Hipk2/Clec16a/Ubxn1/Ecscr/Prkcg",22
"BP","GO:1901992","positive regulation of mitotic cell cycle phase transition","12/688","83/20761",1.79234925297978e-05,0.000837835415510549,0.00068660479123436,"Ube2c/Rab11a/Birc5/Fbxo5/Cdk1/Mtbp/App/Lmnb1/Cdc25b/Ccnb1/Cenpe/Adam17",12
"BP","GO:0007094","mitotic spindle assembly checkpoint","8/688","36/20761",1.85661903383876e-05,0.00084513897831252,0.000692590049341239,"Birc5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",8
"BP","GO:0071173","spindle assembly checkpoint","8/688","36/20761",1.85661903383876e-05,0.00084513897831252,0.000692590049341239,"Birc5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",8
"BP","GO:0043393","regulation of protein binding","22/688","241/20761",1.86702977729643e-05,0.00084513897831252,0.000692590049341239,"Pdgfb/Psen2/Ctsz/Pcbd1/Spag9/Plk2/Derl1/App/Hsp90ab1/Lox/Hdac4/Ccm2l/Aurka/Stmn1/Ctnnbip1/Plk1/Arhgef7/Anxa2/Dysf/Crtac1/Hipk2/Mapk3",22
"BP","GO:0010594","regulation of endothelial cell migration","17/688","157/20761",1.87887440648337e-05,0.00084513897831252,0.000692590049341239,"Pdgfb/Serpinf1/Stc1/Plcg1/Sparc/Map2k3/Dcn/Vash1/Plk2/Nrp1/Dll4/Adgra2/Ets1/Jcad/Meox2/Mmrn2/Adam17",17
"BP","GO:0045785","positive regulation of cell adhesion","31/688","411/20761",1.99815076959018e-05,0.000885643415767641,0.000725783371452111,"Itga5/Dnaja3/Cd44/Nid1/Gcnt2/Nedd9/Myo10/Cd63/Nrp1/Smad7/Hspd1/Cd1d1/Emilin1/Ephb4/Ret/Iqgap1/Il2rg/Tnfsf13b/Cx3cl1/Adgrg1/Jak3/Cdh13/Cbfb/Ets1/Dysf/Ccl2/Mmrn2/Lep/Fbln2/Col8a1/Myadm",31
"BP","GO:0051985","negative regulation of chromosome segregation","9/688","47/20761",2.01697804264216e-05,0.000885643415767641,0.000725783371452111,"Birc5/Fbxo5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",9
"BP","GO:0016525","negative regulation of angiogenesis","14/688","112/20761",2.02464623151579e-05,0.000885643415767641,0.000725783371452111,"Serpinf1/Sparc/Dcn/Vash1/Plk2/Dll4/Emilin1/Col4a2/Tie1/Ccl2/Meox2/Serpine1/Mmrn2/Ecscr",14
"BP","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","7/688","27/20761",2.11833161391479e-05,0.000918200466831427,0.000752463823048008,"Rab11a/Fbxo5/Cdk1/App/Lmnb1/Cdc25b/Ccnb1",7
"BP","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","20/688","209/20761",2.24773267688087e-05,0.000965512558861979,0.000791236007262378,"Fmr1/Cbfa2t3/Psen2/Chfr/Rhbdf1/Plk2/Pbk/Clu/Rnf19a/Hsp90ab1/Smad7/Aurka/Alad/Edem1/Plk1/Hipk2/Clec16a/Ubxn1/Ecscr/Prkcg",20
"BP","GO:0071695","anatomical structure maturation","23/688","263/20761",2.41854450747458e-05,0.00102960894746775,0.000843762895840754,"Pdgfb/Tmem79/Dazl/Psen2/Fbxo5/App/C3/Fam20c/Cdc25b/Aurka/Tal1/Ret/Cdh5/Cbfb/Pth1r/Tut4/Dchs1/Abhd2/Ccnb1/S1pr1/Sox18/Fat4/Lep",23
"BP","GO:0051186","cofactor metabolic process","29/688","376/20761",2.44208278379047e-05,0.00103042926664716,0.000844435146104351,"Gstm5/Pdk1/Qdpr/Gpx3/Pcbd1/Acaca/Acly/Dhfr/Pdhb/Sod1/Mpc1/Hspa9/Fasn/Tyms/Gsta3/Alad/Prdx1/Pdha1/Gsr/Gsta4/Alas1/Akr1c14/Pank2/Acacb/Isca1/Ptges/Gstp1/Suclg2/Gpx4",29
"BP","GO:0042060","wound healing","28/688","358/20761",2.61491819642835e-05,0.0010936780667167,0.000896267437224566,"Pdgfb/Timp1/Aqp1/Cd44/Elk3/Anxa6/Pecam1/Fzd6/Myh9/Plec/Wfdc1/C3/Lox/Dst/Eng/Col5a1/Ccm2l/Macf1/Cx3cl1/Anxa2/Dysf/Ccl2/Serpine1/Lyn/Sh2b3/F2r/Arhgap24/Muc16",28
"BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","11/688","73/20761",2.68229846677934e-05,0.00111210426866121,0.000911367680428826,"Pdgfb/Lats2/Ccna2/Ccne2/Cdkn2c/Stil/Plk1/Ccnb2/Ccnb1/Adam17/Psrc1",11
"BP","GO:0042177","negative regulation of protein catabolic process","15/688","130/20761",2.72072880842974e-05,0.00111639280026518,0.000914882125261468,"Timp1/Psen2/Pbk/Laptm4b/Hsp90ab1/Alad/Mad2l1/Timp4/Anxa2/Mycbp2/Dysf/Hipk2/Clec16a/Ubxn1/Prkcg",15
"BP","GO:0140013","meiotic nuclear division","18/688","178/20761",2.73947058789903e-05,0.00111639280026518,0.000914882125261468,"Cdc20/Dazl/Fbxo5/Top2a/Sgo1/Sgo2a/Nuf2/Cdc25b/Bub1/Aurka/Ccne2/Smc2/Plk1/Aspm/Ncaph/Eme1/Espl1/Cks2",18
"BP","GO:0042176","regulation of protein catabolic process","29/688","379/20761",2.82621377949875e-05,0.00114198197463136,0.000935852412979427,"Fmr1/Timp1/Cbfa2t3/Psen2/Chfr/Rhbdf1/Plk2/Pbk/Clu/Laptm4b/Rnf19a/Hsp90ab1/Smad7/Sox17/Aurka/Fam83d/Alad/Mad2l1/Edem1/Timp4/Plk1/Anxa2/Mycbp2/Dysf/Hipk2/Clec16a/Ubxn1/Ecscr/Prkcg",29
"BP","GO:1903046","meiotic cell cycle process","19/688","196/20761",2.99148157629755e-05,0.00119031882852659,0.000975464387912997,"Cdc20/Dazl/Fbxo5/Top2a/Myh9/Sgo1/Sgo2a/Nuf2/Cdc25b/Bub1/Aurka/Ccne2/Smc2/Plk1/Aspm/Ncaph/Eme1/Espl1/Cks2",19
"BP","GO:0007015","actin filament organization","30/688","400/20761",3.01201898492759e-05,0.00119031882852659,0.000975464387912997,"Fhod1/Actn1/Pls3/Rnd3/Tnfaip1/Myo1b/Ccn2/Sptbn1/Pecam1/Nedd9/Pstpip2/Nrp1/Stmn1/Cit/Fscn1/Eln/Vasp/Cx3cl1/Tpm4/Trf/Asap3/Plekhg2/Hip1/Kank3/Synpo/S1pr1/Cdc42ep1/Synpo2/Shroom4/Myadm",30
"BP","GO:2000181","negative regulation of blood vessel morphogenesis","14/688","116/20761",3.0207336042726e-05,0.00119031882852659,0.000975464387912997,"Serpinf1/Sparc/Dcn/Vash1/Plk2/Dll4/Emilin1/Col4a2/Tie1/Ccl2/Meox2/Serpine1/Mmrn2/Ecscr",14
"BP","GO:0070371","ERK1 and ERK2 cascade","26/688","324/20761",3.2627048966675e-05,0.00127512925797628,0.00104496640003708,"Pdgfb/Ddt/Cd44/Ccl8/Esr1/Ccn2/Gcnt2/App/C3/Nrp1/Fam83d/Iqgap3/Emilin1/Cx3cl1/Trf/Gnai2/Ccl7/Ccl2/Abca7/Ndrg4/Ranbp9/Lyn/F2r/Adam17/Gstp1/Mapk3",26
"BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","9/688","50/20761",3.39396312242544e-05,0.00131564359087191,0.00107816783144572,"Birc5/Fbxo5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",9
"BP","GO:0045862","positive regulation of proteolysis","26/688","325/20761",3.43797792205044e-05,0.0013219579622852,0.00108334244878194,"Fmr1/Dnaja3/Cbfa2t3/Psen2/Chfr/Ccn2/Dapk1/Plk2/Clu/Rnf19a/Myh9/Clec3b/Smad7/Hspd1/Casp8/Aurka/Edem1/Ret/Plk1/Uaca/Picalm/Hip1/Lyn/F2r/Mapk3/Ecscr",26
"BP","GO:1901987","regulation of cell cycle phase transition","24/688","288/20761",3.56028832697446e-05,0.0013440151317498,0.00110141826409733,"Ube2c/Rab11a/Birc5/Fbxo5/Cdk1/Mtbp/App/Ndc80/Lmnb1/Atp2b4/Cenpf/Cdc25b/Bub1/E2f1/Fam83d/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Clspn/Cirbp/Cenpe/Adam17/Taok2",24
"BP","GO:0007179","transforming growth factor beta receptor signaling pathway","17/688","165/20761",3.57990607659866e-05,0.0013440151317498,0.00110141826409733,"Acvr1b/Gcnt2/Aspn/Hsp90ab1/Cidea/Lox/Smad7/Eng/Fbn1/Skil/Emilin1/Cdh5/Ccl2/Nrep/Adam17/Hipk2/Lrrc32",17
"BP","GO:0051017","actin filament bundle assembly","17/688","165/20761",3.57990607659866e-05,0.0013440151317498,0.00110141826409733,"Fhod1/Actn1/Pls3/Rnd3/Tnfaip1/Myo1b/Ccn2/Nrp1/Stmn1/Fscn1/Eln/Cx3cl1/Asap3/Kank3/Synpo/S1pr1/Synpo2",17
"BP","GO:0070507","regulation of microtubule cytoskeleton organization","19/688","199/20761",3.69162201954467e-05,0.00137512920228039,0.00112691619543995,"Kif11/Nin/Plk2/Dst/Nek2/Tpx2/Stil/Stmn1/Fkbp4/Plk1/Cdh5/Dysf/Tacc3/Ckap2/Cdk5rap2/Prkaa1/Fes/Psrc1/Kifc1",19
"BP","GO:0045931","positive regulation of mitotic cell cycle","17/688","166/20761",3.86795684242009e-05,0.00142148910748167,0.00116490806406127,"Pdgfb/Ube2c/Rab11a/Birc5/Fbxo5/Cdk1/Mtbp/App/Ndc80/Lmnb1/Nusap1/Cdc25b/Tal1/Mad2l1/Ccnb1/Cenpe/Adam17",17
"BP","GO:0090287","regulation of cellular response to growth factor stimulus","23/688","271/20761",3.87570436184179e-05,0.00142148910748167,0.00116490806406127,"Pdgfb/Dcn/Aspn/Fstl1/Hsp90ab1/Cidea/Lox/Cd63/Fam20c/Smad7/Eng/Fbn1/Skil/Emilin1/Adgra2/Cdh5/Jcad/Gpc1/Mmrn2/Nrep/Zfp423/Adam17/Hipk2",23
"BP","GO:0051653","spindle localization","9/688","51/20761",4.00134147027354e-05,0.00145636611681406,0.00119348971777062,"Myh9/Ndc80/Sapcd2/Nusap1/Cenpa/Mad2l1/Plk1/Aspm/Cdk5rap2",9
"BP","GO:0043535","regulation of blood vessel endothelial cell migration","12/688","90/20761",4.10455767743108e-05,0.0014817265718529,0.00121427257036338,"Pdgfb/Plcg1/Map2k3/Vash1/Plk2/Nrp1/Dll4/Ets1/Jcad/Meox2/Mmrn2/Adam17",12
"BP","GO:0006091","generation of precursor metabolites and energy","29/688","387/20761",4.13317185521048e-05,0.0014817265718529,0.00121427257036338,"Ugp2/Cbfa2t3/Hsd11b1/Cdk1/Ddit4/Ndufs7/Pygl/Pdhb/Tkt/Gbe1/App/Ndufa5/Ndufv2/Pcdh12/Gaa/Pgm2/Hdac4/Stoml2/Ppargc1a/Pdha1/S100b/Pank2/Ccnb1/Ndufa7/Chchd10/Prkaa1/Adgrf5/Lep/Suclg2",29
"BP","GO:0031109","microtubule polymerization or depolymerization","14/688","120/20761",4.42342186344421e-05,0.00157294859979529,0.00128902887726071,"Fbxo5/Nin/Dst/Tubgcp4/Kif2c/Stmn1/Fkbp4/Cdh5/Dysf/Ckap2/Cdk5rap2/Kif18b/Fes/Psrc1",14
"BP","GO:1902751","positive regulation of cell cycle G2/M phase transition","7/688","30/20761",4.45360866133313e-05,0.00157294859979529,0.00128902887726071,"Rab11a/Fbxo5/Cdk1/App/Lmnb1/Cdc25b/Ccnb1",7
"BP","GO:0061572","actin filament bundle organization","17/688","168/20761",4.50630163653619e-05,0.00157802119717261,0.00129318586274831,"Fhod1/Actn1/Pls3/Rnd3/Tnfaip1/Myo1b/Ccn2/Nrp1/Stmn1/Fscn1/Eln/Cx3cl1/Asap3/Kank3/Synpo/S1pr1/Synpo2",17
"BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","19/688","202/20761",4.53416325529882e-05,0.00157802119717261,0.00129318586274831,"Itga5/Esam/Cd164/Pecam1/Pcdh12/Sparcl1/Ret/Cx3cl1/Cdh13/Cdh5/Mcam/Pcdh17/Plxnb2/Dchs1/Fat4/Pcdh1/Robo2/Palld/Myadm",19
"BP","GO:0045786","negative regulation of cell cycle","32/688","451/20761",4.86945453133608e-05,0.00168243182647902,0.00137875020749958,"Foxm1/Chfr/Birc5/Esr1/Fbxo5/Cdk1/Top2a/Vash1/Plk2/Lats2/Mtbp/Hsp90ab1/Ndc80/Nek2/Bub1/E2f1/Aurka/Skil/Cdkn2c/Stil/Mad2l1/Plk1/Wee1/Ets1/Cdkn3/Eme1/Cdk5rap2/Ccnb1/Clspn/Cenpe/Taok2/Kifc1",32
"BP","GO:0032102","negative regulation of response to external stimulus","28/688","371/20761",4.92658057979014e-05,0.00168992346794528,0.00138488959577289,"Pdgfb/Serpinf1/Acp5/Ddt/Dnaja3/Cd44/Ufd1/Bcr/Dhx58/Sema3g/Pbk/Cd200/Sod1/Wfdc1/Nrp1/Cx3cl1/Cdh5/Ets1/Anxa2/Uaca/Serpine1/Adora1/Sh2b3/Ctla2a/Robo2/Lep/Gstp1/Muc16",28
"BP","GO:0045446","endothelial cell differentiation","13/688","107/20761",5.37390687882747e-05,0.0018301991427321,0.00149984528828628,"Col18a1/Stc1/Kdm6b/Pecam1/Fasn/Sox17/Eng/Cdh5/Anxa2/Clic4/Sox18/Myadm/Apold1",13
"BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","9/688","53/20761",5.49454749923112e-05,0.00185801436002369,0.00152263981464322,"Birc5/Fbxo5/Ndc80/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Cenpe",9
"BP","GO:0050999","regulation of nitric-oxide synthase activity","7/688","31/20761",5.58914138050462e-05,0.00187669197903141,0.00153794609373115,"Esr1/Dhfr/Npr3/Atp2b4/Eng/Kras/Lep",7
"BP","GO:0018105","peptidyl-serine phosphorylation","25/688","318/20761",6.42139969102468e-05,0.00214106529558081,0.00175459960641028,"Pdgfb/Cd44/Pdk1/Cdk1/Ddit4/Plk2/Lats2/Pbk/App/Hsp90ab1/Smad7/Atp2b4/Pkn3/Dclk1/Dclk2/Ret/Plk1/Ccnb1/Clspn/Prkaa1/Sh2d3c/Ntrk3/Hipk2/Mapk3/Prkcg",25
"BP","GO:0007173","epidermal growth factor receptor signaling pathway","12/688","95/20761",7.04632790735219e-05,0.00233311746265661,0.00191198605205346,"Psen2/Plcg1/Esr1/Rhbdf1/App/Iqgap1/Cdh13/Hip1/Itga1/Adora1/Fam83a/Adam17",12
"BP","GO:0003416","endochondral bone growth","8/688","43/20761",7.25112678581443e-05,0.00238437051825953,0.00195398784965105,"Col6a1/Stc1/Anxa6/Col6a2/Ecm1/Anxa2/Col12a1/Col6a3",8
"BP","GO:0002042","cell migration involved in sprouting angiogenesis","9/688","55/20761",7.43196717429901e-05,0.00242709722514094,0.00198900231802436,"Plk2/Nrp1/Dll4/Pik3r3/Ephb4/Jcad/Meox2/Mmrn2/Clec14a",9
"BP","GO:0060348","bone development","20/688","230/20761",8.72164597079122e-05,0.00282889850263486,0.0023182778262497,"Col6a1/Acp5/Stc1/Pls3/Anxa6/Sparc/Col6a2/Lox/Fam20c/Fbn1/Tal1/Hspg2/Bgn/Anxa2/Col12a1/Dchs1/Sh2b3/Fat4/Col6a3/Lep",20
"BP","GO:0001655","urogenital system development","26/688","344/20761",8.85148974200642e-05,0.00283247671744205,0.00232121016759645,"Pdgfb/Serpinf1/Aqp1/Cd44/Nid1/Aph1a/Wt1/Esr1/Vcan/Cep55/Nrp1/Smad7/Sox17/Gsta3/Cenpf/Fbn1/Wwtr1/Enpep/Tnc/Ctnnbip1/Ret/Fkbp4/Col4a1/Dchs1/Fat4/Robo2",26
"BP","GO:0045861","negative regulation of proteolysis","26/688","344/20761",8.85148974200642e-05,0.00283247671744205,0.00232121016759645,"Serpinf1/Fmr1/Timp1/Dnaja3/Aqp1/Cd44/Psen2/Ctsz/Birc5/Pbk/App/Wfdc1/Hsp90ab1/Ecm1/Alad/Timp4/Serpine1/Picalm/Ctla2a/Lxn/Hipk2/Clec16a/Serpina1d/Ubxn1/Prkcg/Serpina1c",26
"BP","GO:0000212","meiotic spindle organization","5/688","15/20761",8.97041786276855e-05,0.00283251340196559,0.00232124023050518,"Fbxo5/Myh9/Aurka/Aspm/Espl1",5
"BP","GO:0090231","regulation of spindle checkpoint","5/688","15/20761",8.97041786276855e-05,0.00283251340196559,0.00232124023050518,"Ndc80/Aurka/Mad2l1/Cdk5rap2/Ccnb1",5
"BP","GO:0050920","regulation of chemotaxis","19/688","213/20761",9.27497199371985e-05,0.0029094122675037,0.00238425872857951,"Pdgfb/Ddt/Lbp/Thbs4/Sema3g/Nrp1/Adgra2/Cx3cl1/Cdh13/Mycbp2/Dysf/Ccl2/Serpine1/Lyn/S1pr1/Robo2/Adam17/Ntrk3/Mapk3",19
