"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002699","positive regulation of immune effector process","17/507","248/20761",0.000136506373168351,0.00743074205246867,0.00560545206514641,"Stat6/Lbp/Snx4/C3/Tap2/Anxa1/Cd1d1/Prkcz/Malt1/Ccl2/Ddx58/Ffar2/H2-K1/H2-T23/H2-Q10/Rap1a/H2-D1",17
"BP","GO:0050673","epithelial cell proliferation","24/507","425/20761",0.000136869525918249,0.00743074205246867,0.00560545206514641,"Cav2/Stat6/Prkd1/Kit/Cav1/Nme2/Zfp36l1/Fgf9/Cxadr/Wfdc1/Bnc1/Igfbp5/Nras/Sfrp2/Cdh13/Ccl2/Osr1/Gas1/Gpc3/Cebpb/Lep/Gpx1/Bmpr2/Muc16",24
"BP","GO:0071900","regulation of protein serine/threonine kinase activity","24/507","425/20761",0.000136869525918249,0.00743074205246867,0.00560545206514641,"Prkar2b/Cdk12/Kit/Cav1/Taok1/Acsl1/Gsk3b/Adipoq/Sod1/Cdkn1a/Atp2b4/Mapk8ip1/Sfrp2/Ephb2/Ret/Syap1/Trf/Mdfic/Adora1/Sh2b3/Synpo2/Tead1/Ntrk3/Gstp1",24
"BP","GO:0010970","transport along microtubule","13/507","158/20761",0.000139425232377944,0.00748248747094965,0.00564448672155595,"Fmr1/Pafah1b1/Hif1a/App/Sod1/Trak2/Dst/Prkcz/Arl8b/Ttc21b/Dlg2/Flot2/Kif1b",13
"BP","GO:0006631","fatty acid metabolic process","22/507","374/20761",0.000144952472447616,0.00764876802484949,0.0057699220640386,"Prkar2b/Pdk1/Cav1/Fads1/Acsl1/Alox15/Acaca/Adipoq/C3/Anxa1/Fads3/Cpt1a/Lypla1/Lpgat1/Ppargc1a/Aacs/Ces1f/Mgll/Degs1/Acacb/Lep/H2-Ke6",22
"BP","GO:0032799","low-density lipoprotein receptor particle metabolic process","4/507","12/20761",0.000148864826947747,0.00764876802484949,0.0057699220640386,"Adipoq/Cnpy2/Anxa2/Sec24a",4
"BP","GO:0002062","chondrocyte differentiation","11/507","118/20761",0.000150520745596193,0.00764876802484949,0.0057699220640386,"Col6a1/Anxa6/Col6a2/Fgf9/Sfrp2/Anxa2/Pth1r/Vwa1/Col6a3/Osr1/Bmpr2",11
"BP","GO:0034329","cell junction assembly","22/507","375/20761",0.000150563458883874,0.00764876802484949,0.0057699220640386,"Itga5/Ramp2/Lsr/Adgre5/Cav1/Sema4d/Vcl/App/Nedd4l/Sorbs1/Nrp1/Dst/Ephb2/Adgrb2/Gpm6a/Cdh13/Nrxn2/Plxnb2/Oxtr/Mpp7/Ntrk3/Rap1a",22
"BP","GO:0070371","ERK1 and ERK2 cascade","20/507","324/20761",0.000152149057102845,0.00764876802484949,0.0057699220640386,"Kit/Fbln1/Cav1/Alox15/Slc9a3r1/Zfp36l1/Adipoq/App/C3/Eif3a/Nrp1/Ephb2/Prkcz/Gas6/Trf/Ccl2/Akap12/Oxtr/Gstp1/Rap1a",20
"BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","19/507","299/20761",0.000152383222246316,0.00764876802484949,0.0057699220640386,"Stat6/Cr1l/C3/Tap2/Anxa1/Irf7/Nras/Cd1d1/Rorc/Prkcz/Tnfsf13b/Malt1/C1ra/H2-K1/H2-T23/H2-Q10/Il18bp/H2-D1/C4b",19
"BP","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","10/507","99/20761",0.000153991046120337,0.00764876802484949,0.0057699220640386,"Ulk2/Fbln1/Sema4d/Gsk3b/Ube3a/Nrp1/Trak2/Ephb2/Rnf6/Ryk",10
"BP","GO:0042326","negative regulation of phosphorylation","25/507","456/20761",0.000158216187514048,0.00765510324207191,0.00577470109636293,"Prkar2b/Fbln1/Cav1/Chp1/Ddit4/Slc9a3r1/Pafah1b1/Per1/Sema4d/Gsk3b/Adipoq/Cdkn1a/Eif3a/Mapk8ip1/Wwtr1/Sfrp2/Ephb2/Prkcz/Ppargc1a/Sh2b3/Wnk1/Rnf149/Ntrk3/Gstp1/Myadm",25
"BP","GO:0003418","growth plate cartilage chondrocyte differentiation","5/507","22/20761",0.000158960596458158,0.00765510324207191,0.00577470109636293,"Col6a1/Anxa6/Col6a2/Vwa1/Col6a3",5
"BP","GO:0002821","positive regulation of adaptive immune response","12/507","139/20761",0.000159037270182261,0.00765510324207191,0.00577470109636293,"Stat6/C3/Tap2/Anxa1/Cd1d1/Prkcz/Tnfsf13b/Malt1/H2-K1/H2-T23/H2-Q10/H2-D1",12
"BP","GO:0050921","positive regulation of chemotaxis","12/507","140/20761",0.000170174206261361,0.0081075853983091,0.00611603538292709,"Prkd1/Lbp/Akirin1/Cxcl13/Nrp1/Gas6/Cdh13/Ccl2/Serpine1/Wnk1/Ntrk3/Bmpr2",12
"BP","GO:0008015","blood circulation","26/507","487/20761",0.000179057262645064,0.00836577026796391,0.00631079963400418,"Ramp2/Cav1/Sgcd/Hif1a/Npr3/Cxadr/Adipoq/Sod1/Nedd4l/Gaa/Atp2b4/Slc2a5/Atp2a2/Gas6/Gnao1/Mgll/Akap12/Atp1a3/Adora1/S100a1/Wnk1/Oxtr/Lep/Tmem65/Gpx1/Bmpr2",26
"BP","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","14/507","184/20761",0.000179176917283442,0.00836577026796391,0.00631079963400418,"Metrn/Pafah1b1/Nedd9/Sema4d/Gsk3b/Nrp1/Myo5b/Caprin1/Cux1/Plxnb2/Picalm/Ntrk3/Bmpr2/Myadm",14
"BP","GO:0002475","antigen processing and presentation via MHC class Ib","6/507","35/20761",0.000183047472246373,0.00846186780117146,0.0063832917367,"Tap2/Cd1d1/H2-K1/H2-T23/H2-Q10/H2-D1",6
"BP","GO:1905475","regulation of protein localization to membrane","14/507","185/20761",0.000189608809154196,0.00867925029353863,0.00654727632022641,"Cacnb3/Pgrmc1/Gsk3b/Sorbs1/Myo5b/Lypla1/Ephb2/Prkcz/Gpc1/Ccl2/Tcaf1/Picalm/Gpc3/Rap1a",14
"BP","GO:0050772","positive regulation of axonogenesis","10/507","102/20761",0.000197293445134805,0.0088573374551385,0.00668161809130624,"Metrn/Pafah1b1/Sema4d/Gsk3b/Nrp1/Myo5b/Plxnb2/Picalm/Ntrk3/Bmpr2",10
"BP","GO:0106027","neuron projection organization","10/507","102/20761",0.000197293445134805,0.0088573374551385,0.00668161809130624,"Pafah1b1/Gsk3b/App/Ube3a/Myo5b/Caprin1/Ephb2/Tanc1/Dock10/Atp1a3",10
"BP","GO:0019693","ribose phosphate metabolic process","20/507","332/20761",0.000210207902797485,0.00934724474439482,0.00705118438857527,"Ampd3/Pdk1/Aprt/Acsl1/Ddit4/Acaca/Nme2/Hif1a/Pfkp/Pdhb/Tkt/Adcy5/App/Ak3/Cmpk1/Ppargc1a/Pdha1/Acacb/Suclg2/Hmgcs1",20
"BP","GO:0045765","regulation of angiogenesis","19/507","307/20761",0.000213705316796594,0.00938897149300511,0.00708266136456473,"Itga5/Ramp2/Prkd1/Hif1a/C3/Anxa1/Nrp1/Nras/Sfrp2/Adgrb2/Add1/Col4a2/Ccl2/Ago2/Serpine1/S100a1/Rhob/Lep/Hipk2",19
"BP","GO:0003417","growth plate cartilage development","6/507","36/20761",0.000215168119458459,0.00938897149300511,0.00708266136456473,"Col6a1/Anxa6/Col6a2/Anxa2/Vwa1/Col6a3",6
"BP","GO:0061448","connective tissue development","18/507","283/20761",0.000223035243921234,0.00959961979367139,0.00724156594551396,"Col6a1/Wt1/Anxa6/Col6a2/Hif1a/Fgf9/Sfrp2/Lmna/Rorc/Ppargc1a/Bmp3/Anxa2/Pth1r/Vwa1/Col6a3/Osr1/Lep/Bmpr2",18
"BP","GO:0006006","glucose metabolic process","14/507","188/20761",0.000224107637076501,0.00959961979367139,0.00724156594551396,"Pdk1/Slc35b4/Hif1a/Pfkp/Pdhb/Adipoq/Cpt1a/Sorbs1/Pfkfb1/Gpd2/Rorc/Pdha1/Acacb/Lep",14
"BP","GO:0002705","positive regulation of leukocyte mediated immunity","13/507","166/20761",0.000227819850961535,0.00965087188251048,0.00728022845394147,"Stat6/Snx4/C3/Tap2/Cd1d1/Prkcz/Malt1/Ccl2/Ddx58/H2-K1/H2-T23/H2-Q10/H2-D1",13
"BP","GO:0007009","plasma membrane organization","10/507","104/20761",0.000231505172593955,0.00965087188251048,0.00728022845394147,"Cav2/Cav1/Anxa6/Clu/Sod1/Stx2/Atp2a2/Mtss2/Cavin2/Ehd2",10
"BP","GO:0019882","antigen processing and presentation","10/507","104/20761",0.000231505172593955,0.00965087188251048,0.00728022845394147,"Psmb8/Tap2/Mr1/Cd1d1/H2-Ob/H2-K1/H2-T23/H2-Q10/H2-D1/Psmb9",10
"BP","GO:0048588","developmental cell growth","17/507","260/20761",0.000239525330979667,0.00989684752516872,0.0074657825566648,"Ulk2/Pafah1b1/Sema4d/Vcl/Gsk3b/App/Nedd4l/Nrp1/Myo5b/Olfm1/Prkcz/Rnf6/Ryk/Mgll/Picalm/Ntrk3/Bmpr2",17
"BP","GO:0002711","positive regulation of T cell mediated immunity","8/507","68/20761",0.000244655221474972,0.0100201335883039,0.00755878458961456,"Tap2/Cd1d1/Prkcz/Malt1/H2-K1/H2-T23/H2-Q10/H2-D1",8
"BP","GO:0050920","regulation of chemotaxis","15/507","213/20761",0.000249061819353157,0.0101119098657382,0.00762801691126466,"Prkd1/Lbp/Sema4d/Akirin1/Cxcl13/Nrp1/Gas6/Cdh13/Ryk/Mycbp2/Ccl2/Serpine1/Wnk1/Ntrk3/Bmpr2",15
"BP","GO:0009260","ribonucleotide biosynthetic process","12/507","146/20761",0.000251986984826061,0.010142476139249,0.00765107487502722,"Ampd3/Pdk1/Aprt/Acsl1/Nme2/Pdhb/Adcy5/Ak3/Cmpk1/Ppargc1a/Pdha1/Acacb",12
"BP","GO:0035265","organ growth","15/507","215/20761",0.000275442212276405,0.0109258653073786,0.00824203206332668,"Col6a1/Wt1/Anxa6/Map7/Col6a2/Fgf9/Gsk3b/Cxadr/Ube3a/Anxa2/Acacb/Vwa1/Tenm4/Col6a3/Lep",15
"BP","GO:0019216","regulation of lipid metabolic process","20/507","339/20761",0.00027613024336489,0.0109258653073786,0.00824203206332668,"Lsr/Kit/Pdk1/Cav1/Adipoq/Sod1/C3/Cidea/Anxa1/Cpt1a/Sorbs1/Capn2/Lpgat1/Rorc/Ppargc1a/Thrsp/Acacb/Adora1/Hcar1/Lep",20
"BP","GO:0090407","organophosphate biosynthetic process","23/507","419/20761",0.0002817414859606,0.0110542100668071,0.00833885017270384,"Ampd3/Pdk1/Aprt/Acsl1/Alox15/Isyna1/Nme2/Pdhb/Tkt/Naprt/Adcy5/Ak3/Capn2/Lpgat1/Cmpk1/Ppargc1a/Oasl2/Pdha1/Pth1r/Sgms1/Acacb/Plcb1/Hmgcs1",23
"BP","GO:0030705","cytoskeleton-dependent intracellular transport","13/507","170/20761",0.00028764271812288,0.0110901576358039,0.00836596756871183,"Fmr1/Pafah1b1/Hif1a/App/Sod1/Trak2/Dst/Prkcz/Arl8b/Ttc21b/Dlg2/Flot2/Kif1b",13
"BP","GO:0072224","metanephric glomerulus development","4/507","14/20761",0.000289556519394107,0.0110901576358039,0.00836596756871183,"Wt1/Adipoq/Ret/Osr1",4
"BP","GO:0048662","negative regulation of smooth muscle cell proliferation","7/507","53/20761",0.000289783515007083,0.0110901576358039,0.00836596756871183,"Comt/Cav1/Npr3/Adipoq/Cdkn1a/Igfbp5/Ppargc1a",7
"BP","GO:0019915","lipid storage","8/507","70/20761",0.000299443757860878,0.0112721912556208,0.00850328638867944,"Cav1/C3/Cidea/Acacb/Ffar2/Mest/Lep/Apoc4",8
"BP","GO:0035384","thioester biosynthetic process","5/507","25/20761",0.000301897197342916,0.0112721912556208,0.00850328638867944,"Pdk1/Acsl1/Pdhb/Pdha1/Acacb",5
"BP","GO:0071616","acyl-CoA biosynthetic process","5/507","25/20761",0.000301897197342916,0.0112721912556208,0.00850328638867944,"Pdk1/Acsl1/Pdhb/Pdha1/Acacb",5
"BP","GO:0019318","hexose metabolic process","15/507","217/20761",0.000304197065369076,0.0112721912556208,0.00850328638867944,"Pdk1/Slc35b4/Hif1a/Pfkp/Pdhb/Adipoq/Cpt1a/Sorbs1/Pfkfb1/Gpd2/Rorc/Pdha1/Man2a2/Acacb/Lep",15
"BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","11/507","128/20761",0.000307835767943706,0.0113172063033792,0.00853724392490376,"Mid2/Prkd1/Cav1/Clu/App/Lrrfip1/Prkcz/Mtpn/Malt1/Irak2/Flot2",11
"BP","GO:1904659","glucose transmembrane transport","10/507","108/20761",0.000314971814051059,0.0114890890609718,0.00866690534387208,"Adipoq/C3/Sorbs1/Slc2a10/Slc2a5/Upk3b/Trarg1/Gpc3/Lep/Rap1a",10
"BP","GO:1902600","proton transmembrane transport","9/507","89/20761",0.00032379003716932,0.0117191913452989,0.00884048522536553,"Chp1/Atp6v0a1/Ndufs7/Slc36a1/Slc9a3r1/Atp6v0a4/Atp1a3/Chchd10/Plcb1",9
"BP","GO:0007159","leukocyte cell-cell adhesion","19/507","318/20761",0.000332800131084009,0.0119399223902543,0.00900699582189149,"Itga5/Cav1/Zmiz1/Sema4d/Anxa1/Cd1d1/Prkcz/Tnfsf13b/Malt1/Ccl2/Chst4/Sart1/Wnk1/Cebpb/Lep/Gstp1/Flot2/H2-T23/Lgals1",19
"BP","GO:0019883","antigen processing and presentation of endogenous antigen","6/507","39/20761",0.000338786507715311,0.0119399223902543,0.00900699582189149,"Tap2/Cd1d1/H2-K1/H2-T23/H2-Q10/H2-D1",6
"BP","GO:0008645","hexose transmembrane transport","10/507","109/20761",0.000339366023682535,0.0119399223902543,0.00900699582189149,"Adipoq/C3/Sorbs1/Slc2a10/Slc2a5/Upk3b/Trarg1/Gpc3/Lep/Rap1a",10
"BP","GO:0002262","myeloid cell homeostasis","13/507","173/20761",0.000340876450583383,0.0119399223902543,0.00900699582189149,"Kit/Ampd3/Hif1a/Zfp36l1/Sod1/Rps14/Anxa1/Add1/Ccl2/Rcor1/Sh2b3/Plcb1/Klf13",13
"BP","GO:0001558","regulation of cell growth","23/507","425/20761",0.000344452507497591,0.0119399223902543,0.00900699582189149,"Ulk2/Wt1/Pafah1b1/Sema4d/Gsk3b/Cdkn1a/Wfdc1/Nedd4l/Nrp1/Myo5b/Igfbp5/Olfm1/Sfrp2/Rnf6/Mtpn/Ryk/Mgll/Picalm/Cirbp/Gas1/Ntrk3/Bmpr2/Mndal",23
"BP","GO:0030099","myeloid cell differentiation","22/507","398/20761",0.000345232281577281,0.0119399223902543,0.00900699582189149,"Zfp385a/Kit/Pafah1b1/Nme2/Hif1a/Zfp36l1/Gsk3b/Adipoq/App/Rps14/Add1/Anxa2/Trf/Rcor1/Hoxa7/Sh2b3/Rbp1/Plcb1/Klf13/Gpc3/Cebpb/Lep",22
"BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","16/507","244/20761",0.000350447067167054,0.0120311570338454,0.0090758195568186,"Mid2/Prkd1/Kit/Cav1/Clu/Cd200/App/Lrrfip1/Prkcz/Ppargc1a/Mtpn/Malt1/Ddx58/Irak2/Hipk2/Flot2",16
"BP","GO:0006979","response to oxidative stress","22/507","399/20761",0.000357266377525986,0.0121757424574367,0.00918488896812869,"Stat6/Prkd1/Pdk1/Rnf112/Gpx3/Hif1a/Naprt/Adipoq/App/Sod1/Anxa1/Prdx6/Cst3/Ppargc1a/Stx2/Atp2a2/Stk26/Atp13a2/Rhob/Gstp1/Gpx1/Gpx4",22
"BP","GO:0002819","regulation of adaptive immune response","14/507","197/20761",0.000361863874184724,0.0122430610765832,0.00923567141893278,"Stat6/Alox15/C3/Tap2/Anxa1/Irf7/Cd1d1/Prkcz/Tnfsf13b/Malt1/H2-K1/H2-T23/H2-Q10/H2-D1",14
"BP","GO:0009895","negative regulation of catabolic process","18/507","295/20761",0.000368688679636506,0.0122955736580971,0.00927528479218879,"Fmr1/Ddit4/Cidea/Atp2b4/Cst3/Ube2j1/Alad/Ppargc1a/Anxa2/Mycbp2/Azin1/Nop53/Acacb/Adora1/Cirbp/Hcar1/Lep/Hipk2",18
"BP","GO:0007015","actin filament organization","22/507","400/20761",0.000369666471323462,0.0122955736580971,0.00927528479218879,"Capza2/Pls3/Alox15/Nedd9/Sorbs1/Nrp1/Cap1/Add1/Arpc1a/Mtpn/Tpm4/Acta1/Trf/Asap3/Pakap/Hip1/Cdc42ep1/Synpo2/Rhob/Gmfb/Shroom4/Myadm",22
"BP","GO:0009259","ribonucleotide metabolic process","19/507","321/20761",0.000373949766427456,0.0122955736580971,0.00927528479218879,"Ampd3/Pdk1/Aprt/Acsl1/Ddit4/Acaca/Nme2/Hif1a/Pfkp/Pdhb/Adcy5/App/Ak3/Cmpk1/Ppargc1a/Pdha1/Acacb/Suclg2/Hmgcs1",19
"BP","GO:0043270","positive regulation of ion transport","19/507","321/20761",0.000373949766427456,0.0122955736580971,0.00927528479218879,"Cacnb3/Cav1/Chp1/Slc9a3r1/Snx4/Nedd4l/Ephb2/Anxa2/Ccl2/Tcaf1/Serpine1/Adora1/S100a1/Wnk1/Nat8l/Chchd10/Plcb1/Cebpb/Lep",19
"BP","GO:0009991","response to extracellular stimulus","22/507","401/20761",0.000382441904533368,0.0123518006345204,0.00931770015513413,"Comt/Folr1/Prkd1/Ulk2/Fads1/Cadps2/Gabarap/Sod1/Cdkn1a/Itga6/Sfrp2/Alad/Rragc/Ppargc1a/Aacs/Gabarapl1/Stk26/Gas6/Slc16a1/Acacb/Rbp1/Lep",22
"BP","GO:0005996","monosaccharide metabolic process","16/507","246/20761",0.000383596292997527,0.0123518006345204,0.00931770015513413,"Pdk1/Slc35b4/Hif1a/Pfkp/Pdhb/Adipoq/Cpt1a/Sorbs1/Pfkfb1/Gpd2/Rorc/Pdha1/Man2a2/Acacb/Lep/Ugt1a7c",16
"BP","GO:0032147","activation of protein kinase activity","16/507","246/20761",0.000383596292997527,0.0123518006345204,0.00931770015513413,"Kit/Taok1/Sod1/Zfp91/Nek6/Tpx2/Prkcz/Ret/Stk26/Gas6/Trf/Malt1/Mdfic/Adora1/Ntrk3/Lep",16
"BP","GO:0010470","regulation of gastrulation","6/507","40/20761",0.00039044231359883,0.0124791824213987,0.0094137918368635,"Adipoq/Sfrp2/Wnk1/Tenm4/Osr1/Myadm",6
"BP","GO:0015749","monosaccharide transmembrane transport","10/507","111/20761",0.00039289779737537,0.0124791824213987,0.0094137918368635,"Adipoq/C3/Sorbs1/Slc2a10/Slc2a5/Upk3b/Trarg1/Gpc3/Lep/Rap1a",10
"BP","GO:0009165","nucleotide biosynthetic process","14/507","199/20761",0.000400781862347597,0.0125705854575397,0.00948274260033771,"Ampd3/Pdk1/Aprt/Acsl1/Nme2/Pdhb/Naprt/Adcy5/Ak3/Cmpk1/Ppargc1a/Oasl2/Pdha1/Acacb",14
"BP","GO:0002064","epithelial cell development","16/507","247/20761",0.000401160255552242,0.0125705854575397,0.00948274260033771,"Col18a1/Wt1/Map7/Slc9a3r1/Pafah1b1/Hif1a/Slc4a7/Adipoq/Sod1/Vim/Add1/Yipf6/Palld/Gpx1/Myadm/Rap1a",16
"BP","GO:0006164","purine nucleotide biosynthetic process","12/507","154/20761",0.000411232534218477,0.0127644730093609,0.0096290035484487,"Ampd3/Pdk1/Aprt/Acsl1/Nme2/Pdhb/Adcy5/Ak3/Ppargc1a/Oasl2/Pdha1/Acacb",12
"BP","GO:0006897","endocytosis","25/507","486/20761",0.000412815468925573,0.0127644730093609,0.0096290035484487,"Cav2/Fmr1/Ramp2/Cav1/Lbp/Alox15/Clu/App/C3/Nedd4l/Vldlr/Ube3a/Cd63/Cap1/Rspo1/Add1/Cdh13/Anxa2/Trf/Serpine1/Picalm/Hip1/Ankrd13a/Gpc3/Ehd2",25
"BP","GO:0034219","carbohydrate transmembrane transport","10/507","112/20761",0.000422191068449503,0.0129684874907285,0.00978290384371217,"Adipoq/C3/Sorbs1/Slc2a10/Slc2a5/Upk3b/Trarg1/Gpc3/Lep/Rap1a",10
"BP","GO:0003015","heart process","15/507","224/20761",0.00042612602085612,0.0130038064795897,0.00980954706422137,"Cav1/Sgcd/Cxadr/Sod1/Nedd4l/Gaa/Atp2b4/Wwtr1/Atp2a2/Gnao1/Atp1a3/Adora1/S100a1/Tmem65/Gpx1",15
"BP","GO:0001659","temperature homeostasis","13/507","178/20761",0.000448236178760611,0.0135530563089124,0.0102238789799734,"Stat6/Cav1/Acsl1/Npr3/Adipoq/Cidea/Ppargc1a/Tle3/Adora1/Oxtr/Cebpb/Lep/Gpx1",13
"BP","GO:0001503","ossification","21/507","379/20761",0.000452832894450703,0.0135530563089124,0.0102238789799734,"Acp5/Prkd1/Alox15/Hif1a/Sema4d/Fgf9/Gsk3b/Igfbp5/Wwtr1/Sfrp2/Lmna/Bmp3/Pth1r/Trp53inp2/Atp6v0a4/Osr1/Pbx1/Gpc3/Cebpb/Lep/Bmpr2",21
"BP","GO:0042176","regulation of protein catabolic process","21/507","379/20761",0.000452832894450703,0.0135530563089124,0.0102238789799734,"Fmr1/Cav1/Rhbdf1/Clu/Gsk3b/Nedd4l/Ube3a/Cst3/Ube2j1/Alad/Edem1/Anxa2/Mycbp2/Rhbdd3/Atp13a2/Azin1/Rnf144b/Nop53/Gpc3/Hipk2/Gpx1",21
"BP","GO:0045927","positive regulation of growth","18/507","301/20761",0.000468405518971622,0.0139298431087803,0.0105081117430711,"Wt1/Pafah1b1/Sema4d/Fgf9/Gsk3b/C3/Nedd4l/Nrp1/Myo5b/Sfrp2/Mtpn/Serpine1/Picalm/Acacb/Plcb1/Ntrk3/Lep/Bmpr2",18
"BP","GO:0045666","positive regulation of neuron differentiation","24/507","463/20761",0.000480202946621395,0.0141903009985778,0.0107045906688553,"Fmr1/Metrn/Prkd1/Mmd/Neu1/Rnf112/Pafah1b1/Nme2/Sema4d/Gsk3b/Nedd4l/Vldlr/Nrp1/Myo5b/Itga6/Caprin1/Cux1/Ret/Plxnb2/Picalm/Ndnf/Ntrk3/Bmpr2/Rap1a",24
"BP","GO:0032414","positive regulation of ion transmembrane transporter activity","10/507","114/20761",0.00048624064313464,0.0142783494515449,0.0107710108700993,"Cacnb3/Chp1/Nedd4l/Ephb2/Ccl2/Tcaf1/S100a1/Wnk1/Chchd10/Plcb1",10
"BP","GO:0003414","chondrocyte morphogenesis involved in endochondral bone morphogenesis","4/507","16/20761",0.000506420267110546,0.014595532266291,0.0110102807911104,"Col6a1/Col6a2/Vwa1/Col6a3",4
"BP","GO:0003429","growth plate cartilage chondrocyte morphogenesis","4/507","16/20761",0.000506420267110546,0.014595532266291,0.0110102807911104,"Col6a1/Col6a2/Vwa1/Col6a3",4
"BP","GO:0090171","chondrocyte morphogenesis","4/507","16/20761",0.000506420267110546,0.014595532266291,0.0110102807911104,"Col6a1/Col6a2/Vwa1/Col6a3",4
"BP","GO:0010883","regulation of lipid storage","6/507","42/20761",0.000512072671390016,0.0146678975626993,0.0110648702516693,"C3/Cidea/Acacb/Mest/Lep/Apoc4",6
"BP","GO:0009117","nucleotide metabolic process","22/507","410/20761",0.000515946024977428,0.0146887316501196,0.0110805866468195,"Ampd3/Pdk1/Aprt/Acsl1/Ddit4/Acaca/Nme2/Hif1a/Pfkp/Pdhb/Naprt/Adcy5/App/Enpp5/Ak3/Cmpk1/Ppargc1a/Oasl2/Pdha1/Acacb/Suclg2/Hmgcs1",22
"BP","GO:0050678","regulation of epithelial cell proliferation","20/507","357/20761",0.000534865636087457,0.0151023150049516,0.0113925772466927,"Cav2/Prkd1/Cav1/Nme2/Zfp36l1/Fgf9/Cxadr/Wfdc1/Bnc1/Nras/Sfrp2/Cdh13/Ccl2/Osr1/Gas1/Gpc3/Lep/Gpx1/Bmpr2/Muc16",20
"BP","GO:1901293","nucleoside phosphate biosynthetic process","14/507","205/20761",0.000539680404669555,0.0151023150049516,0.0113925772466927,"Ampd3/Pdk1/Aprt/Acsl1/Nme2/Pdhb/Naprt/Adcy5/Ak3/Cmpk1/Ppargc1a/Oasl2/Pdha1/Acacb",14
"BP","GO:0044262","cellular carbohydrate metabolic process","17/507","279/20761",0.000540177041299402,0.0151023150049516,0.0113925772466927,"Pdk1/Mogat1/Hsd11b1/Slc35b4/Isyna1/Ddit4/Hif1a/Gsk3b/Adipoq/Sorbs1/Pfkfb1/Gaa/Rorc/Ppargc1a/Pth1r/Acacb/Lep",17
"BP","GO:0072522","purine-containing compound biosynthetic process","12/507","159/20761",0.000548626190521181,0.0152116789344244,0.0114750769835948,"Ampd3/Pdk1/Aprt/Acsl1/Nme2/Pdhb/Adcy5/Ak3/Ppargc1a/Oasl2/Pdha1/Acacb",12
"BP","GO:0009152","purine ribonucleotide biosynthetic process","11/507","137/20761",0.000550604784732861,0.0152116789344244,0.0114750769835948,"Ampd3/Pdk1/Aprt/Acsl1/Nme2/Pdhb/Adcy5/Ak3/Ppargc1a/Pdha1/Acacb",11
"BP","GO:1903828","negative regulation of cellular protein localization","10/507","116/20761",0.000558148619076257,0.0153293876615709,0.0115638716992517,"Chp1/Gsk3b/Adipoq/Nedd4l/Lypla1/Ube2j1/Trp53inp2/Picalm/Mdfic/Ankrd13a",10
"BP","GO:0060348","bone development","15/507","230/20761",0.000561864516570437,0.0153412013325577,0.0115727834561076,"Zfp385a/Col6a1/Acp5/Kit/Pls3/Anxa6/Col6a2/Pafah1b1/Sema4d/Sfrp2/Anxa2/Vwa1/Sh2b3/Col6a3/Lep",15
"BP","GO:0051291","protein heterooligomerization","12/507","160/20761",0.000580286902949834,0.0156435536355926,0.0118008658373128,"Col6a1/Ywhab/Col6a2/Rad50/Hr/Adipoq/Rcc1/Prkcz/Anxa2/Cpsf7/Sept9/H2-Ke6",12
"BP","GO:0003416","endochondral bone growth","6/507","43/20761",0.000582989576481711,0.0156435536355926,0.0118008658373128,"Col6a1/Anxa6/Col6a2/Anxa2/Vwa1/Col6a3",6
"BP","GO:0032768","regulation of monooxygenase activity","6/507","43/20761",0.000582989576481711,0.0156435536355926,0.0118008658373128,"Cav1/Npr3/Gsk3b/Atp2b4/S100a1/Lep",6
"BP","GO:0006163","purine nucleotide metabolic process","19/507","334/20761",0.000607635182056064,0.0162117066572558,0.0122294575588547,"Ampd3/Pdk1/Aprt/Acsl1/Ddit4/Acaca/Nme2/Hif1a/Pfkp/Pdhb/Adcy5/App/Ak3/Ppargc1a/Oasl2/Pdha1/Acacb/Suclg2/Hmgcs1",19
"BP","GO:0099111","microtubule-based transport","13/507","184/20761",0.000613705336361376,0.0162409770382121,0.0122515379535475,"Fmr1/Pafah1b1/Hif1a/App/Sod1/Trak2/Dst/Prkcz/Arl8b/Ttc21b/Dlg2/Flot2/Kif1b",13
"BP","GO:0003413","chondrocyte differentiation involved in endochondral bone morphogenesis","5/507","29/20761",0.000622646153317619,0.0162409770382121,0.0122515379535475,"Col6a1/Anxa6/Col6a2/Vwa1/Col6a3",5
"BP","GO:0010955","negative regulation of protein processing","5/507","29/20761",0.000622646153317619,0.0162409770382121,0.0122515379535475,"Fmr1/Ctsz/Serpine1/Ctla2a/Gas1",5
"BP","GO:1903318","negative regulation of protein maturation","5/507","29/20761",0.000622646153317619,0.0162409770382121,0.0122515379535475,"Fmr1/Ctsz/Serpine1/Ctla2a/Gas1",5
