"term_id"	"source"	"p_value"	"term_size"	"intersection_size"	"term_name"	"intersection"
"GO:0043228"	"GO:CC"	0.00175472781248593	3955	40	"non-membrane-bounded organelle"	"Marveld1,Dnah5,Dcdc2a,Dnah11,2810004N23Rik,Fermt1,E2f1,Pkhd1,Mapk3,Afap1l1,Sept4,Klhl14,Fbxo5,Arap3,Pde4b,Rsph4a,Adcy8,Cdh1,Pecam1,Sall1,Wdr63,Mt3,Spag16,Sox18,Dnah9,Fam183b,Mis18bp1,Fhod1,Fkbp4,Eif2a,Gnai2,Igfn1,Ccdc40,Map3k11,Cdc25b,Sapcd2,Hspb6,Ckap2,Dnah6,Rec8"
"GO:0045177"	"GO:CC"	0.00372350411556125	427	11	"apical part of cell"	"Prom2,Kcnk1,Pkhd1,Gpihbp1,Epcam,Pdzk1,Adcy8,Slc7a9,Ush1c,Kl,Sapcd2"
"GO:0016324"	"GO:CC"	0.00372402192995865	348	10	"apical plasma membrane"	"Prom2,Kcnk1,Pkhd1,Gpihbp1,Epcam,Pdzk1,Adcy8,Slc7a9,Kl,Sapcd2"
"GO:0030286"	"GO:CC"	0.0037318557615598	58	5	"dynein complex"	"Dnah5,Dnah11,Wdr63,Dnah9,Dnah6"
"GO:0015630"	"GO:CC"	0.00922304501772746	1185	18	"microtubule cytoskeleton"	"Dnah5,Dcdc2a,Dnah11,E2f1,Pkhd1,Sept4,Fbxo5,Pde4b,Wdr63,Mt3,Dnah9,Fam183b,Fkbp4,Gnai2,Map3k11,Cdc25b,Ckap2,Dnah6"
"GO:0097729"	"GO:CC"	0.00968704333538204	117	6	"9+2 motile cilium"	"Dnah5,Dnah11,Spata18,Sept4,Spag16,Dnah9"
"GO:0098862"	"GO:CC"	0.00993599248880628	174	7	"cluster of actin-based cell projections"	"Dcdc2a,Kcnk1,Mcoln3,Pdzk1,Slc7a9,Ush1c,Slc38a2"
"GO:0071944"	"GO:CC"	0.0099371181049705	4403	41	"cell periphery"	"Marveld1,Icam2,Prkd2,Dcdc2a,Prom2,Robo4,Fermt1,Cldn2,Kcnk1,Pkhd1,Gpihbp1,Mapk3,Sept4,Tspan2,Mcoln3,Arap3,Slc30a3,Pde4b,Epcam,Ephb4,Cdh16,Ggt1,Fgfr4,Pdzk1,Aplnr,Eif5,Ptprd,Tie1,Pcdh12,Adcy8,Cdh1,Pecam1,Mall,Mt3,Slc7a9,Kl,Gnai2,Igsf11,Sapcd2,Acsbg1,Slc38a2"
"GO:0031514"	"GO:CC"	0.0146874767496609	185	7	"motile cilium"	"Dnah5,Dnah11,Spata18,Sept4,Spag16,Dnah9,Ccdc40"
"GO:0005886"	"GO:CC"	0.0285765619052273	4281	39	"plasma membrane"	"Marveld1,Icam2,Prkd2,Prom2,Robo4,Fermt1,Cldn2,Kcnk1,Pkhd1,Gpihbp1,Mapk3,Tspan2,Mcoln3,Arap3,Slc30a3,Pde4b,Epcam,Ephb4,Cdh16,Ggt1,Fgfr4,Pdzk1,Aplnr,Eif5,Ptprd,Tie1,Pcdh12,Adcy8,Cdh1,Pecam1,Mall,Mt3,Slc7a9,Kl,Gnai2,Igsf11,Sapcd2,Acsbg1,Slc38a2"
"GO:0098590"	"GO:CC"	0.0306130429868547	1181	17	"plasma membrane region"	"Icam2,Prom2,Fermt1,Kcnk1,Pkhd1,Gpihbp1,Mapk3,Mcoln3,Epcam,Cdh16,Pdzk1,Ptprd,Adcy8,Cdh1,Slc7a9,Kl,Sapcd2"
"GO:0003674"	"GO:MF"	6.66703373062726e-07	16250	107	"molecular_function"	"Dao,Elf3,Tmem212,Marveld1,Lxn,Dnah5,Icam2,Prkd2,Meox2,Dcdc2a,Dnah11,Prom2,Robo4,Fermt1,Cldn2,E2f1,Kcnk1,Pkhd1,Gpihbp1,Spata18,B3gnt3,Ehf,Zfp617,Mapk3,Afap1l1,Sept4,Foxj1,Tspan2,Klhl14,Calml3,B4galnt2,Ak7,Rgs22,She,Fbxo5,Maz,Mcoln3,Arap3,Slc30a3,Ccm2l,Pde4b,Epcam,Ephb4,Cdh16,Ggt1,Troap,Thbs4,Fgfr4,Pdzk1,Ets1,Aplnr,Eif5,Pax8,Pik3r3,Sectm1b,Acaa1b,Ptprd,Ppp1r1b,Tie1,Pcdh12,Rsph4a,Adcy8,Pkn3,Ccdc153,Cdh1,Pecam1,Pou3f3,Sall1,Ttc21a,Mall,Wdr63,Gatsl3,Mt3,Spag16,Sox18,Slc7a9,Ush1c,Timp1,Dnah9,Lmf2,Mmp7,Fam183b,Mis18bp1,Elp4,Inf2,Fhod1,Ptgds,Fkbp4,Eif2a,Myct1,B4galnt3,Kl,Gnai2,Igfn1,Ccdc40,Map3k11,Cdc25b,Igsf11,Sapcd2,Sparcl1,Acsbg1,Tmem132b,Hspb6,Ckap2,Dnah6,Rec8,Slc38a2"
"GO:0008569"	"GO:MF"	0.00117930660772952	18	4	"ATP-dependent microtubule motor activity, minus-end-directed"	"Dnah5,Dnah11,Dnah9,Dnah6"
"GO:0005488"	"GO:MF"	0.00456134842067101	12742	87	"binding"	"Dao,Elf3,Lxn,Dnah5,Icam2,Prkd2,Meox2,Dcdc2a,Dnah11,Prom2,Robo4,Fermt1,Cldn2,E2f1,Kcnk1,Pkhd1,Gpihbp1,Spata18,Ehf,Zfp617,Mapk3,Afap1l1,Sept4,Foxj1,Klhl14,Calml3,Ak7,Rgs22,She,Fbxo5,Maz,Mcoln3,Arap3,Ccm2l,Pde4b,Epcam,Ephb4,Cdh16,Thbs4,Fgfr4,Pdzk1,Ets1,Eif5,Pax8,Pik3r3,Sectm1b,Ptprd,Ppp1r1b,Tie1,Pcdh12,Rsph4a,Adcy8,Pkn3,Ccdc153,Cdh1,Pecam1,Pou3f3,Sall1,Ttc21a,Wdr63,Gatsl3,Mt3,Spag16,Sox18,Slc7a9,Ush1c,Timp1,Dnah9,Mmp7,Mis18bp1,Elp4,Inf2,Fhod1,Ptgds,Fkbp4,Eif2a,Kl,Gnai2,Igfn1,Map3k11,Cdc25b,Igsf11,Sparcl1,Acsbg1,Hspb6,Dnah6,Rec8"
"GO:0005515"	"GO:MF"	0.00501172250258838	9230	70	"protein binding"	"Dao,Dnah5,Icam2,Prkd2,Dcdc2a,Dnah11,Robo4,Fermt1,Cldn2,E2f1,Kcnk1,Pkhd1,Gpihbp1,Spata18,Mapk3,Afap1l1,Sept4,Klhl14,Rgs22,She,Fbxo5,Arap3,Ccm2l,Pde4b,Epcam,Ephb4,Thbs4,Fgfr4,Pdzk1,Ets1,Eif5,Pax8,Pik3r3,Sectm1b,Ptprd,Ppp1r1b,Tie1,Rsph4a,Adcy8,Pkn3,Ccdc153,Cdh1,Pecam1,Pou3f3,Sall1,Ttc21a,Wdr63,Gatsl3,Spag16,Sox18,Slc7a9,Ush1c,Timp1,Dnah9,Mis18bp1,Elp4,Inf2,Fhod1,Fkbp4,Eif2a,Kl,Gnai2,Igfn1,Map3k11,Cdc25b,Igsf11,Sparcl1,Hspb6,Dnah6,Rec8"
"GO:0051959"	"GO:MF"	0.00758824271851565	28	4	"dynein light intermediate chain binding"	"Dnah5,Dnah11,Dnah9,Dnah6"
"GO:0045505"	"GO:MF"	0.00876802171133339	29	4	"dynein intermediate chain binding"	"Dnah5,Dnah11,Dnah9,Dnah6"
"GO:1990939"	"GO:MF"	0.0148719260386132	33	4	"ATP-dependent microtubule motor activity"	"Dnah5,Dnah11,Dnah9,Dnah6"
"KEGG:04015"	"KEGG"	5.24271639031809e-05	196	9	"Rap1 signaling pathway"	"Prkd2,Mapk3,Calml3,Arap3,Fgfr4,Pik3r3,Adcy8,Cdh1,Gnai2"
"KEGG:04024"	"KEGG"	0.000475196874208916	193	8	"cAMP signaling pathway"	"Mapk3,Calml3,Arap3,Pde4b,Pik3r3,Ppp1r1b,Adcy8,Gnai2"
"KEGG:04915"	"KEGG"	0.00196987613612165	115	6	"Estrogen signaling pathway"	"Mapk3,Calml3,Pik3r3,Adcy8,Fkbp4,Gnai2"
"KEGG:04914"	"KEGG"	0.00426446736421248	81	5	"Progesterone-mediated oocyte maturation"	"Mapk3,Pik3r3,Adcy8,Gnai2,Cdc25b"
"KEGG:04371"	"KEGG"	0.00445882898931012	133	6	"Apelin signaling pathway"	"Mapk3,Calml3,Aplnr,Adcy8,Cdh1,Gnai2"
"KEGG:04928"	"KEGG"	0.00957827394642715	96	5	"Parathyroid hormone synthesis, secretion and action"	"Mapk3,Pde4b,Adcy8,Kl,Gnai2"
"KEGG:05200"	"KEGG"	0.0155952413298887	494	10	"Pathways in cancer"	"E2f1,Mapk3,Calml3,Fgfr4,Ets1,Pax8,Pik3r3,Adcy8,Cdh1,Gnai2"
"KEGG:04114"	"KEGG"	0.0166459261411709	108	5	"Oocyte meiosis"	"Mapk3,Calml3,Fbxo5,Adcy8,Rec8"
"KEGG:05218"	"KEGG"	0.0218725176041721	63	4	"Melanoma"	"E2f1,Mapk3,Pik3r3,Cdh1"
"KEGG:05214"	"KEGG"	0.0364774910489395	72	4	"Glioma"	"E2f1,Mapk3,Calml3,Pik3r3"
"KEGG:00000"	"KEGG"	0.0393452188759521	6724	51	"KEGG root term"	"Dao,Dnah5,Icam2,Prkd2,Dnah11,Cldn2,E2f1,B3gnt3,Zfp617,Mapk3,Sept4,Calml3,Ak7,Fbxo5,Mcoln3,Arap3,Pde4b,Ephb4,Ggt1,Thbs4,Fgfr4,Ets1,Aplnr,Eif5,Pax8,Pik3r3,Acaa1b,Ppp1r1b,Ecsit,Adcy8,Pkn3,Cdh1,Pecam1,Gatsl3,Slc7a9,Timp1,Dnah9,Mmp7,Fhod1,Ptgds,Fkbp4,B4galnt3,Kl,Gnai2,Map3k11,Cdc25b,Igsf11,Acsbg1,Dnah6,Rec8,Slc38a2"
"KEGG:04514"	"KEGG"	0.0496654819762027	137	5	"Cell adhesion molecules"	"Icam2,Cldn2,Cdh1,Pecam1,Igsf11"
"WP:WP3654"	"WP"	0.011232168794578	26	3	"Novel Jun-Dmp1 Pathway"	"E2f1,Mapk3,Ets1"
